id;ime_gore;drzava;gorovje;visina;vrsta;ogledi;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;sirina;dolzina;priljubljenost_pct;mesto
1097;Bivak Za Akom;Slovenija;Julijske Alpe;1340;bivak;413156;3;1;0;1;46.45911;13.83697;84;617
1098;Mala Rodica;Slovenija;Julijske Alpe;1901;vrh;251040;5;2;0;3;46.23085;13.86239;69;1200
1099;Raskovec;Slovenija;Julijske Alpe;1967;vrh;364010;6;6;0;1;46.22906;13.88543;79;790
1100;Planina Poljana;Slovenija;Julijske Alpe;1466;planina;225920;15;4;0;;46.23684;13.89276;66;1289
1101;Planina Osredki;Slovenija;Julijske Alpe;1400;bivak,planina;266120;4;2;0;;46.2379;13.92248;70;1142
1102;Četrt;Slovenija;Julijske Alpe;1832;vrh;246449;4;4;0;;46.23067;13.91666;68;1215
1103;Konjski vrh;Slovenija;Julijske Alpe;1879;vrh;306086;3;4;1;;46.2302;13.90863;74;995
1104;Poljanski vrh;Slovenija;Julijske Alpe;1897;vrh;251291;4;4;0;;46.23023;13.90303;69;1198
1105;Matajurski vrh;Slovenija;Julijske Alpe;1936;vrh;357023;5;4;0;;46.22633;13.89726;79;812
1106;Mali Raskovec;Slovenija;Julijske Alpe;1946;vrh;211315;3;4;0;1;46.23133;13.88013;65;1353
1107;Suha Rodica (Novi vrh);Slovenija;Julijske Alpe;1944;vrh;246910;3;4;0;1;46.22596;13.87618;68;1212
1108;Meja;Slovenija;Julijske Alpe;1996;vrh;265360;4;5;1;;46.25076;13.78727;70;1144
1109;Rušnati vrh;Slovenija;Julijske Alpe;1915;vrh;239768;2;3;0;;46.24681;13.7957;68;1241
1110;Rog;Slovenija;Polhograjsko hribovje in Ljubljana;798;vrh;354965;10;10;0;24;46.09762;14.37688;79;820
1111;Tiho jezero (Falski ribnik);Slovenija;Pohorje, Dravinjske gorice in Haloze;1266;jezero;385931;7;2;0;;46.4826;15.396;81;713
1112;Klopni vrh;Slovenija;Pohorje, Dravinjske gorice in Haloze;1340;vrh;459618;5;14;6;1;46.49805;15.39211;88;469
1113;Koča na Klopnem vrhu;Slovenija;Pohorje, Dravinjske gorice in Haloze;1260;koča;438861;4;10;0;3;46.5019;15.3993;86;541
1114;Jehlc (Špičasta kupa);Slovenija;Julijske Alpe;1662;vrh;246791;7;3;0;;46.22019;13.86219;68;1213
1115;Kojca;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1303;vrh,bivak;465877;19;10;5;;46.15376;13.92666;88;452
1117;Nebeška gora;Slovenija;Posavsko hribovje in Dolenjska;958;vrh;428590;2;4;3;3;46.08283;15.10665;85;566
1118;Kamnek;Slovenija;Karavanke;873;vrh;339669;9;6;0;35;46.3726;14.31347;77;876
1119;Mladi vrh;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1374;vrh;350840;9;6;0;1;46.17344;14.16347;78;834
1120;Monte Capolago / Seekopf;Avstrija, Italija;Karnijske Alpe;2554;vrh;216232;5;1;0;;46.60654;12.86076;65;1328
1121;Gubno (nad Kriško steno);Slovenija;Julijske Alpe;2403;vrh;378625;4;3;0;1;46.41718;13.80836;81;730
1122;Monte Floriz;Italija;Karnijske Alpe;2184;vrh;150093;4;2;0;;46.58709;12.89691;59;1582
1123;Mali vrh;Avstrija, Slovenija;Karavanke;2017;vrh;358367;2;1;0;3;46.44827;14.14018;79;809
1124;Okroglež;Slovenija;Julijske Alpe;1965;vrh;368846;7;3;1;14;46.3861;13.93119;80;764
1125;Kokoš;Italija, Slovenija;Goriško, Notranjsko in Snežniško hribovje;670;vrh,koča;694114;4;9;5;45;45.64452;13.89993;97;109
1126;Slap Beri;Slovenija;Julijske Alpe;454;slap;237707;0;1;0;;46.18386;13.76497;67;1246
1128;Racna gora;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1140;vrh;360215;2;2;2;;45.7085;14.5292;79;802
1129;Lovska koča Urška;Slovenija;Goriško, Notranjsko in Snežniško hribovje;908;Vremenska napoved:;146687;2;1;0;;45.71171;14.53618;58;1596
1130;Križna gora;Slovenija;Goriško, Notranjsko in Snežniško hribovje;857;vrh,cerkev;490935;5;3;3;4;45.7419;14.45824;90;380
1131;Sveti Jošt nad Vranskim;Slovenija;Kamniško Savinjske Alpe;955;cerkev;239493;4;1;0;;46.26107;14.90847;68;1242
1132;Tolsti vrh (Dobrovlje);Slovenija;Kamniško Savinjske Alpe;1077;vrh;318991;1;5;0;1;46.27319;14.92915;75;942
1133;Dom planincev Farbanca;Slovenija;Kamniško Savinjske Alpe;702;koča;223796;5;3;0;;46.28437;14.93922;66;1299
1134;Ermanovec;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1026;vrh;525049;6;11;3;4;46.10174;14.06293;92;302
1135;Kucelj;Slovenija;Posavsko hribovje in Dolenjska;748;vrh;405461;4;4;5;5;45.99198;14.73884;83;644
1136;Gradišče;Slovenija;Posavsko hribovje in Dolenjska;706;vrh;314402;2;1;5;3;45.97754;14.74321;75;959
1137;Obolno;Slovenija;Posavsko hribovje in Dolenjska;776;vrh;353924;8;4;3;2;46.00147;14.77936;78;826
1138;Miklavška gora;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;955;vrh,cerkev;262603;8;2;0;;46.21049;14.19133;70;1154
1139;Magdalenska gora;Slovenija;Posavsko hribovje in Dolenjska;504;vrh,cerkev;357039;4;1;1;277;45.97945;14.63506;79;811
1140;Pugled;Slovenija;Posavsko hribovje in Dolenjska;615;vrh;342866;2;3;3;12;46.01052;14.63802;77;865
1141;Koča na Naravskih ledinah;Slovenija;Karavanke;1072;koča;309095;8;8;1;1;46.48644;14.93759;74;987
1142;Bezovec;Slovenija;Kamniško Savinjske Alpe;1326;vrh;173926;1;1;0;;46.40655;14.8405;61;1492
1143;Sveti Gregor na Dobravici;Slovenija;Goriško, Notranjsko in Snežniško hribovje;432;cerkev;160189;3;1;0;;45.93894;14.5429;60;1543
1144;Bele stene;Slovenija;Goriško, Notranjsko in Snežniško hribovje;863;Vremenska napoved:;222380;3;2;2;;45.67377;14.29605;66;1303
1145;Dom v Dragi;Slovenija;Karavanke;689;koča;309345;2;1;0;;46.39476;14.21804;74;985
1146;Grad Kamen;Slovenija;Kamniško Savinjske Alpe;620;Vremenska napoved:;275675;7;0;0;;46.38178;14.21745;71;1103
1147;Sveti Peter nad Begunjami;Slovenija;Kamniško Savinjske Alpe;839;cerkev;467836;8;5;0;2;46.38291;14.19363;88;446
1148;Sankaška koča;Slovenija;Kamniško Savinjske Alpe;867;koča;454161;4;4;0;8;46.38512;14.18935;87;485
1149;Smokuški vrh;Slovenija;Kamniško Savinjske Alpe;1122;vrh;507315;3;8;0;2;46.39392;14.18661;91;339
1150;Planina Planinca;Slovenija;Karavanke;1136;koča,planina;397583;10;3;0;6;46.40906;14.21525;82;672
1151;Sveti Rupert nad Drago;Slovenija;Goriško, Notranjsko in Snežniško hribovje;409;vrh,cerkev;161773;3;1;0;5;45.94335;14.55504;60;1537
1152;Ostrič;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1056;vrh;353401;3;1;1;1;45.49143;14.07342;78;827
1153;Medvižica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1081;vrh;221462;1;2;0;1;45.49525;14.06347;66;1307
1154;Razsušica;Hrvaška, Slovenija;Goriško, Notranjsko in Snežniško hribovje;1083;vrh;210712;2;2;1;1;45.49388;14.0592;65;1356
1155;Lovski dom pod Glavico;Slovenija;Goriško, Notranjsko in Snežniško hribovje;610;koča,sedlo;143788;3;2;0;;45.58166;13.93933;58;1604
1157;Hrpeljska gora;Slovenija;Goriško, Notranjsko in Snežniško hribovje;737;vrh;235563;3;3;0;;45.58184;13.95011;67;1257
1158;Grmada pri Slavniku;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1001;vrh;346580;5;6;0;8;45.53884;13.96739;78;847
1159;Planina Jegno;Slovenija;Goriško, Notranjsko in Snežniško hribovje;715;planina;190567;4;3;1;;45.55358;13.977;63;1428
1160;Klek;Hrvaška;Gorski Kotar in Istra;1181;vrh,koča;205617;4;4;0;1;45.26034;15.1455;64;1373
1161;Gorca;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;347;vrh,planina,cerkev;163518;6;1;0;;46.5576;15.70049;60;1529
1162;Mala Plešivica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;953;vrh;215783;3;2;0;1;45.5066;14.0345;65;1332
1163;Velika Plešivica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;908;vrh;236637;9;3;0;;45.5181;14.02302;67;1252
1164;Stari tabor;Slovenija;Goriško, Notranjsko in Snežniško hribovje;603;vrh;329833;3;6;1;2;45.68078;13.92199;76;902
1165;Zidovnik (Sedovnik);Slovenija;Goriško, Notranjsko in Snežniško hribovje;575;vrh;170719;1;1;0;;45.70275;13.88774;61;1503
1166;Limberk;Slovenija;Posavsko hribovje in Dolenjska;687;vrh;207778;2;1;1;2;45.89319;14.67294;64;1364
1167;Stari grad (grad Čušperk);Slovenija;Posavsko hribovje in Dolenjska;668;vrh;245782;3;1;0;3;45.88481;14.68381;68;1218
1168;Kamen vrh;Slovenija;Posavsko hribovje in Dolenjska;783;vrh,koča;338260;7;5;4;1;45.83057;14.68199;77;880
1169;Grmada na Mali gori;Slovenija;Posavsko hribovje in Dolenjska;887;vrh,koča;372561;7;8;0;1;45.81476;14.69529;80;752
1171;Koča pri Sveti Ani na Mali gori;Slovenija;Posavsko hribovje in Dolenjska;910;koča,cerkev;460234;8;8;0;10;45.76941;14.74404;88;467
1172;Stene svete Ane;Slovenija;Posavsko hribovje in Dolenjska;964;vrh;354399;5;8;0;7;45.77559;14.7476;78;824
1173;Ortneški Stari grad;Slovenija;Goriško, Notranjsko in Snežniško hribovje;765;vrh,cerkev;193944;5;1;0;;45.78263;14.67021;63;1414
1174;Koča na planini Stador;Slovenija;Julijske Alpe;1050;koča,planina;313604;3;0;0;1;46.19;13.78197;75;963
1175;Dom na Sviščakih;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1242;koča;362440;1;1;0;5;45.57423;14.40114;79;794
1176;Goteniški Snežnik;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1289;vrh;393620;2;3;2;2;45.59193;14.73624;82;686
1177;Dom Pristava v Javorniškem Rovtu;Slovenija;Karavanke;975;koča;451199;7;2;0;2;46.45425;14.09136;87;495
1178;Kameni zid;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1081;vrh;183149;2;1;0;2;45.61291;14.73481;62;1459
1179;Žmitkov špic;Slovenija;Karavanke;1124;vrh;294384;4;1;0;3;46.4;14.49055;73;1044
1180;Sveti Mihael na Samotorici;Slovenija;Polhograjsko hribovje in Ljubljana;665;cerkev;186866;3;1;0;2;46.02879;14.25775;62;1439
1182;Sivka;Slovenija;Polhograjsko hribovje in Ljubljana;934;vrh;445425;13;7;6;3;46.07293;14.2091;86;520
1183;Kovk;Slovenija;Goriško, Notranjsko in Snežniško hribovje;961;vrh;400488;6;3;1;4;45.88792;13.96903;83;663
1185;Veliki Klek  /Großglockner;Avstrija;Visoke Ture;3798;vrh;618664;18;3;0;;47.07454;12.6939;96;157
1186;Čelkov vrh;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1106;vrh;319455;5;2;2;;45.91333;14.04905;75;941
1187;Špičasti vrh;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1128;vrh;414250;8;3;2;1;45.92694;13.99776;84;613
1189;Koča pri Jelenovem studencu;Slovenija;Posavsko hribovje in Dolenjska;850;koča;405414;4;2;1;;45.62008;14.84724;83;645
1190;Mestni vrh;Slovenija;Posavsko hribovje in Dolenjska;1034;vrh;397343;1;2;2;1;45.61989;14.85088;82;673
1191;Grad Fridrihštajn;Slovenija;Posavsko hribovje in Dolenjska;970;vrh;408211;2;2;0;4;45.61138;14.86043;84;631
1192;Livoldski vrh;Slovenija;Posavsko hribovje in Dolenjska;994;vrh;203856;1;2;0;1;45.60716;14.86918;64;1380
1193;Požgani hrib;Slovenija;Posavsko hribovje in Dolenjska;1009;vrh;263214;1;2;0;;45.60714;14.85614;70;1151
1194;Ledena jama na Stojni;Slovenija;Posavsko hribovje in Dolenjska;840;Vremenska napoved:;281329;2;1;0;;45.61398;14.84358;72;1088
1195;Klobuk;Slovenija;Posavsko hribovje in Dolenjska;890;vrh;384296;2;4;0;1;46.1612;15.10423;81;718
1196;Kal (Kalski hrib);Slovenija;Posavsko hribovje in Dolenjska;985;vrh;485424;3;5;0;1;46.1762;15.1094;90;396
1197;Križna gora (Hrušica);Slovenija;Goriško, Notranjsko in Snežniško hribovje;1162;vrh;308995;8;3;0;1;45.87238;14.05385;74;989
1198;Sveti Duh (Hrušica);Slovenija;Goriško, Notranjsko in Snežniško hribovje;1221;vrh,cerkev;237035;4;2;0;;45.87179;14.06257;67;1250
1199;Planinski dom v Novem Svetu;Slovenija;Goriško, Notranjsko in Snežniško hribovje;518;koča;193750;2;1;0;1;45.90132;14.16068;63;1416
1201;Koča na Žavcarjevem vrhu;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;863;koča;364938;8;6;2;3;46.59957;15.52689;80;783
1202;Žavcarjev vrh;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;915;vrh;528774;5;5;3;1;46.60105;15.52321;92;295
1203;Planinski dom obrtnikov;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;690;koča;297193;5;5;0;1;46.60382;15.56151;73;1031
1204;Tojzlov vrh;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;703;vrh;377150;2;6;2;1;46.60462;15.55985;81;733
1205;Murovica;Slovenija;Posavsko hribovje in Dolenjska;743;vrh;379747;6;10;2;91;46.11017;14.69655;81;727
1206;Stari grad Vipava;Slovenija;Goriško, Notranjsko in Snežniško hribovje;241;vrh;273769;8;1;0;1;45.85058;13.96432;71;1113
1207;Vitovski hrib;Slovenija;Goriško, Notranjsko in Snežniško hribovje;604;vrh,cerkev;262916;6;4;0;4;45.94072;13.76798;70;1152
1208;Sekulak;Slovenija;Goriško, Notranjsko in Snežniško hribovje;888;Vremenska napoved:;283248;2;3;1;5;45.93427;13.78518;72;1077
1209;Veliki Rob;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1237;vrh;495383;9;11;0;7;45.93438;13.80292;90;365
1210;Čaven;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1185;vrh;622847;1;3;7;1;45.93387;13.79646;96;153
1211;Lovsko zavetišče pod Čavnom;Slovenija;Goriško, Notranjsko in Snežniško hribovje;980;vrh,bivak;213804;2;1;0;1;45.93452;13.78879;65;1339
1212;Kopitnik (na Čavnu);Slovenija;Goriško, Notranjsko in Snežniško hribovje;929;bivak;256998;5;4;0;7;45.94571;13.77667;69;1176
1213;Skozno;Slovenija;Goriško, Notranjsko in Snežniško hribovje;671;Vremenska napoved:;295056;9;2;0;4;45.95898;13.73065;73;1040
1214;Partizanska bolnica Krtina;Slovenija;Karavanke;1040;Vremenska napoved:;227220;8;2;0;;46.40991;14.4553;67;1281
1215;Suhi vrh (Nanos);Slovenija;Goriško, Notranjsko in Snežniško hribovje;1313;vrh;662737;3;10;0;2;45.79828;14.0671;97;124
1216;Sveti Bric (Nanos);Slovenija;Goriško, Notranjsko in Snežniško hribovje;965;cerkev;253380;3;2;0;;45.79265;14.06842;69;1190
1217;Ostri vrh;Slovenija;Posavsko hribovje in Dolenjska;855;vrh;332061;3;4;1;;46.15636;15.13076;77;892
1218;Baba (nad Rečico);Slovenija;Posavsko hribovje in Dolenjska;789;vrh;261884;2;2;0;;46.1587;15.14399;70;1159
1219;Govško brdo;Slovenija;Posavsko hribovje in Dolenjska;811;vrh;309741;9;6;1;;46.16003;15.16334;74;981
1220;Pri knapu pod Babo;Slovenija;Posavsko hribovje in Dolenjska;552;bivak,sedlo;190237;8;3;0;;46.1614;15.15234;63;1430
1221;Grmada (Planinska gora);Slovenija;Goriško, Notranjsko in Snežniško hribovje;873;vrh;356262;3;4;0;;45.8381;14.23961;79;813
1222;Planinska jama;Slovenija;Goriško, Notranjsko in Snežniško hribovje;500;Vremenska napoved:;241025;4;1;0;;45.81998;14.24582;68;1237
1223;Krimšček;Slovenija;Goriško, Notranjsko in Snežniško hribovje;940;vrh;236345;2;1;0;;45.89632;14.41087;67;1253
1224;Novaška gora;Slovenija;Goriško, Notranjsko in Snežniško hribovje;998;vrh;196182;1;1;1;;45.88663;14.42055;63;1406
1225;Milanka;Slovenija;Goriško, Notranjsko in Snežniško hribovje;948;vrh;137447;1;1;0;;45.60399;14.2804;58;1628
1226;Volovja reber;Slovenija;Goriško, Notranjsko in Snežniško hribovje;975;vrh;267978;3;1;0;;45.60216;14.28646;70;1133
1227;Bele ovce;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1029;vrh;250301;2;1;0;;45.59577;14.30122;69;1202
1228;Velika Milanja;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1099;vrh;225541;3;1;0;;45.59443;14.30967;66;1292
1229;Velika ledena jama v Paradani;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1140;Vremenska napoved:;274310;2;1;0;;45.98868;13.84461;71;1109
1230;Štefanja gora;Slovenija;Kamniško Savinjske Alpe;748;vrh,cerkev;517822;15;10;1;17;46.2832;14.46567;92;312
1231;Španov vrh;Slovenija;Karavanke;1334;vrh;450914;3;6;0;1;46.45971;14.06957;87;497
1232;Smučarski dom Črni vrh;Slovenija;Karavanke;1156;koča;223925;3;4;0;;46.46023;14.06042;66;1297
1233;Grebenc;Slovenija;Kamniško Savinjske Alpe;1479;vrh;261954;4;3;0;2;46.34736;14.37668;70;1158
1234;Partizanska bolnica Mrzle vode;Slovenija;Kamniško Savinjske Alpe;1226;Vremenska napoved:;237177;2;1;0;;46.41582;14.83113;67;1249
1235;Mali Travnik;Slovenija;Kamniško Savinjske Alpe;1532;vrh;209979;3;1;0;;46.40944;14.80424;65;1360
1236;Planina Mali Travnik;Slovenija;Kamniško Savinjske Alpe;1500;planina;225697;3;2;0;;46.40774;14.80554;66;1291
1237;Počka (Robnikova) planina;Slovenija;Kamniško Savinjske Alpe;1165;planina;229397;5;1;0;3;46.40323;14.81937;67;1275
1239;Izvir Sotle;Slovenija;Karavanke;640;Vremenska napoved:;311338;4;5;2;;46.25832;15.79161;75;973
1240;Kobilja glava;Slovenija;Julijske Alpe;1475;vrh;452855;10;2;1;;46.19015;13.79541;87;487
1241;Jalovnik;Slovenija;Julijske Alpe;1452;vrh;274887;4;2;0;;46.18723;13.80083;71;1106
1242;Kobala;Slovenija;Julijske Alpe;1080;vrh;244188;3;1;0;;46.18139;13.77967;68;1227
1243;Planina Lom;Slovenija;Julijske Alpe;1090;planina,sedlo;270742;2;1;1;;46.19957;13.78219;71;1127
1244;Planjava pri Kamniškem vrhu;Slovenija;Kamniško Savinjske Alpe;1243;vrh;250971;4;4;0;1;46.28815;14.57222;69;1201
1245;Planina Zgornja Konjščica;Slovenija;Karavanke;1578;planina,sedlo;204831;27;4;0;;46.38048;14.37426;64;1375
1247;Jelenkamen;Slovenija;Karavanke;1096;vrh;414299;7;5;0;1;46.43925;14.07706;84;612
1248;Kalvarija nad Jesenicami;Slovenija;Karavanke;784;vrh;200365;3;2;0;;46.43786;14.06816;64;1393
1249;Mala Osojnica;Slovenija;Julijske Alpe;691;vrh;530658;5;2;0;8;46.35703;14.08113;92;290
1250;Straža;Slovenija;Julijske Alpe;646;vrh;351756;3;1;0;3;46.35971;14.1035;78;831
1251;Slapovi Dobršnik;Slovenija;Karavanke;800;slap;252656;5;2;0;;46.45878;14.01023;69;1194
1252;Planina Možine (Razingerjevo molzišče);Slovenija;Karavanke;1352;planina;171048;2;1;0;;46.48416;14.04881;61;1502
1253;Poglejska cerkev;Slovenija;Julijske Alpe;630;Vremenska napoved:;245470;2;1;0;;46.374;14.07192;68;1221
1254;Planina Obranica;Slovenija;Julijske Alpe;1035;koča,planina;270772;6;3;0;;46.41199;14.06793;71;1126
1255;Poljanska baba;Slovenija;Julijske Alpe;830;vrh;227052;8;1;0;;46.4176;14.0779;67;1283
1256;Škrbina (Mežakla);Slovenija;Julijske Alpe;1210;vrh;350782;4;2;0;1;46.42439;14.04422;78;835
1257;Rekaršica;Slovenija;Karavanke;1554;sedlo;191965;2;2;0;;46.5163;13.77312;63;1424
1258;Kamnati vrh;Slovenija;Karavanke;1658;vrh;272999;1;2;0;;46.51763;13.77643;71;1119
1259;Jerebikovec;Slovenija;Karavanke;1621;vrh;334534;2;1;3;1;46.5146;13.76667;77;887
1260;Partizanska bolnišnica na Mežakli;Slovenija;Julijske Alpe;1050;Ogledov: 187.896;187896;3;1;0;;;;63;1436
1261;Planina Dol;Slovenija;Kamniško Savinjske Alpe;1308;planina;409555;5;2;1;2;46.31732;14.63289;84;627
1262;Koprivnjak / Kleiner Frauenkogel;Avstrija;Karavanke;1754;vrh;301685;6;2;0;1;46.49203;14.00737;73;1017
1263;Močnikova planina;Slovenija;Karavanke;1275;planina;156429;2;1;0;;46.39861;14.4468;59;1559
1264;Mala Boncla (Bavha);Slovenija;Karavanke;1131;vrh;200136;6;1;0;;46.45241;14.10375;64;1394
1265;Alničje;Slovenija;Karavanke;1145;vrh;175980;5;3;0;;46.43889;14.11044;61;1479
1266;Kumlehova glava;Slovenija;Julijske Alpe;1788;vrh;395694;3;2;0;;46.45375;13.75866;82;679
1267;Visoki Mavrinc;Slovenija;Julijske Alpe;1562;vrh;553654;3;2;0;9;46.45009;13.76556;93;253
1268;Mala Raduha;Slovenija;Kamniško Savinjske Alpe;2029;vrh;447474;4;3;0;5;46.41346;14.74304;87;514
1269;Lanež;Slovenija;Kamniško Savinjske Alpe;1925;vrh;427277;6;8;1;8;46.41867;14.7547;85;571
1270;Pokljuška soteska (luknja);Slovenija;Julijske Alpe;830;Vremenska napoved:;317956;4;1;0;;46.3766;14.0326;75;947
1271;Soteska Čepa/Tscheppaschlucht;Avstrija;Karavanke;750;Vremenska napoved:;361715;2;1;0;;46.48792;14.26455;79;796
1272;Planina Luža;Avstrija;Karavanke;1250;planina,sedlo;147049;3;2;0;;46.5024;14.71554;58;1593
1273;Planina Zgornja Luža;Avstrija;Karavanke;1573;planina;133411;2;2;0;;46.50415;14.72898;57;1644
1274;Veška kopa (Peca) / Wackendorfer Spitze (Petzen);Avstrija;Karavanke;2074;vrh;285553;9;5;0;;46.51578;14.74424;72;1071
1275;Bistriška špica (Peca) / Feistritzer Spitze (Petzen);Avstrija;Karavanke;2113;vrh;444329;12;11;0;;46.51149;14.75018;86;523
1276;Končnikov vrh (Peca);Avstrija, Slovenija;Karavanke;2109;vrh;450287;8;12;0;1;46.50401;14.76322;87;502
1277;Velika glava (Peca);Avstrija, Slovenija;Karavanke;2077;vrh;360453;1;3;0;;46.50418;14.77198;79;801
1278;Kraljevska špica/Monte Re;Italija;Julijske Alpe;1912;vrh;389505;5;1;0;3;46.45596;13.55719;82;701
1280;Šober / Monte Sciober Grande;Italija;Julijske Alpe;1845;vrh;323307;10;4;0;;46.45037;13.59921;76;927
1281;Rifugio Cinque Punte;Italija;Julijske Alpe;1520;bivak;246069;4;1;0;;46.45894;13.59549;68;1216
1282;Koštrunove špice;Italija;Julijske Alpe;2502;vrh;473613;2;3;0;;46.42243;13.48655;89;429
1283;Viška planina;Italija;Julijske Alpe;1530;planina;289622;4;1;0;;46.41478;13.50194;72;1058
1284;Baba;Slovenija;Kamniško Savinjske Alpe;1119;vrh;409026;2;2;1;10;46.31047;14.46327;84;628
1285;Zavetišče v Hudičevem borštu;Slovenija;Kamniško Savinjske Alpe;1328;Vremenska napoved:;583829;8;5;1;12;46.32839;14.4411;95;202
1288;Kamniški Dedec;Slovenija;Kamniško Savinjske Alpe;1583;vrh;558573;3;2;0;2;46.33753;14.60341;94;243
1289;Storžek;Avstrija;Kamniško Savinjske Alpe;2110;vrh;522024;7;5;2;1;46.37526;14.5614;92;306
1290;Mali Trebelnik;Slovenija;Goriško, Notranjsko in Snežniško hribovje;807;vrh;141749;1;2;0;;45.90679;14.34942;58;1612
1291;Lienzer Dolomitenhütte;Avstrija;Lienški Dolomiti;1620;koča;95761;2;0;0;;46.78989;12.78389;53;1789
1292;Instein Alm;Avstrija;Lienški Dolomiti;1669;jezero,planina,cerkev;58082;2;1;0;;46.78044;12.78923;49;1938
1293;Karlsbader Hütte;Avstrija;Lienški Dolomiti;2261;koča,jezero;169420;3;1;0;;46.76307;12.80087;61;1507
1294;Laserzwand;Avstrija;Lienški Dolomiti;2614;vrh;130749;4;1;0;;46.77261;12.8016;57;1652
1295;Große Sandspitze;Avstrija;Lienški Dolomiti;2772;vrh;325666;8;2;0;;46.76663;12.81168;76;919
1296;Kleine Laserzwand;Avstrija;Lienški Dolomiti;2568;vrh;93866;3;1;0;;46.76995;12.80118;53;1797
1297;Schöttnerspitze;Avstrija;Lienški Dolomiti;2633;vrh;68602;3;1;0;;46.77132;12.80577;51;1895
1298;Teplitzer Spitze;Avstrija;Lienški Dolomiti;2613;vrh;75921;3;1;0;;46.75517;12.79577;51;1867
1299;Weißstein Alm;Avstrija;Lienški Dolomiti;1751;planina;49807;4;2;0;;46.78847;12.78774;48;1975
1300;Hochalmspitze (Villgraten);Avstrija;Visoke Ture;2797;vrh;213793;3;1;0;;46.88286;12.45783;65;1340
1301;Laserzkopf;Avstrija;Lienški Dolomiti;2718;vrh;101981;8;1;0;;46.77076;12.81029;54;1766
1302;Galitzenspitzen;Avstrija;Lienški Dolomiti;2710;vrh;83335;5;1;0;;46.76955;12.81132;52;1837
1303;Daumen;Avstrija;Lienški Dolomiti;2720;vrh;91477;1;1;0;;46.76739;12.8112;53;1804
1304;Große Gamswiesenspitze;Avstrija;Lienški Dolomiti;2488;vrh;89355;9;3;0;;46.7664;12.78307;53;1816
1305;Kleine Gamswiesenspitze;Avstrija;Lienški Dolomiti;2454;vrh;78475;12;1;0;;46.76457;12.78461;52;1856
1306;Leisacher Alm;Avstrija;Visoke Ture;2350;planina;57437;3;1;0;;46.87337;12.45032;49;1940
1307;Volkzeinerhütte;Avstrija;Visoke Ture;1890;koča,planina;55241;4;1;0;;46.8691;12.43894;49;1950
1308;Gladki vrh (Ratitovec);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1667;vrh;512785;11;15;0;19;46.23761;14.09172;92;323
1309;Kerschbaumeralm Schutzhaus;Avstrija;Lienški Dolomiti;1902;koča,planina;63312;8;1;0;;46.759;12.76686;50;1916
1310;Altemaver (Ratitovec);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1678;vrh;1011277;7;14;2;17;46.23699;14.08272;99;25
1311;Degenhorn;Avstrija;Visoke Ture;2946;vrh;89510;3;1;0;;46.86894;12.39314;53;1814
1312;Falkamsee;Avstrija;Visoke Ture;2657;jezero;56859;2;1;0;;46.87504;12.40893;49;1943
1313;Degenhornsee;Avstrija;Visoke Ture;2714;jezero;62358;2;1;0;;46.87054;12.39862;50;1920
1314;Rauchkofel;Avstrija;Karnijske Alpe;2460;vrh;253141;5;3;0;;46.61946;12.88396;69;1192
1315;Creta di Collinetta / Cellon;Avstrija, Italija;Karnijske Alpe;2238;vrh;218699;8;3;0;;46.60993;12.93164;66;1320
