id;ime_gore;drzava;gorovje;visina;vrsta;ogledi;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;sirina;dolzina;priljubljenost_pct;mesto
2075;L'Ciaval / Kreuzkofel;Italija;Dolomiti;2907;vrh;89667;9;3;0;;46.61451;11.95177;53;1812
2076;Sasso delle Dieci / Zehnerspitze;Italija;Dolomiti;3028;vrh;135951;16;3;0;;46.62236;11.96095;57;1633
2077;Rifugio Ra Valles;Italija;Dolomiti;2470;koča;160357;7;3;0;;46.54757;12.08493;60;1542
2078;Cima Formenton;Italija;Dolomiti;2830;vrh;99757;11;3;0;;46.56627;12.07236;54;1775
2079;Bivak Baracca degli Alpini;Italija;Dolomiti;2922;bivak;99707;4;3;0;;46.56286;12.06794;54;1777
2080;Tofana di Dentro;Italija;Dolomiti;3238;vrh;213080;18;2;0;;46.55824;12.06392;65;1344
2081;Sitarjevec;Slovenija;Posavsko hribovje in Dolenjska;448;vrh;204177;1;2;0;;46.0523;14.826;64;1379
2083;Rifugio Duca d'Aosta;Italija;Dolomiti;2098;koča;78107;9;2;0;;46.53791;12.08501;52;1857
2084;Vranilac (Kalnik);Hrvaška;Gorjanci, Medvednica in Medžimurje;643;vrh;113701;2;5;1;;46.1311;16.4548;55;1720
2090;Kekes / Kékestető;Madžarska;Severovzhodna Madžarska;1014;vrh;154594;1;7;0;;47.8725;20.008;59;1564
2091;Szent Gyoergy Hegy;Madžarska;Zahodna Madžarska;415;vrh;50573;5;1;0;;46.8411;17.4483;49;1971
2092;Ostri Vrh nad Vipavsko dolino;Slovenija;Goriško, Notranjsko in Snežniško hribovje;422;vrh;193884;7;0;0;1;45.8475;13.8781;63;1415
2093;Stegovniški slap;Slovenija;Karavanke;872;slap;148910;2;1;0;;46.4047;14.3972;59;1587
2095;Sasso Vernale;Italija;Dolomiti;3058;vrh;129866;14;1;0;;46.41883;11.84032;57;1655
2096;Cima Ombrettola;Italija;Dolomiti;2931;vrh;88315;8;1;0;;46.41293;11.84014;52;1821
2097;Planina Pungrat;Slovenija;Karavanke;1447;planina;344274;7;3;0;1;46.4304;14.3596;78;857
2098;Tegoška planina;Slovenija;Karavanke;1430;planina;296245;2;4;0;;46.4293;14.3767;73;1034
2099;Planina Ilovica;Slovenija;Karavanke;1462;planina;181965;0;2;0;;46.424;14.3316;62;1463
2101;Planina na Kalu;Slovenija;Julijske Alpe;1490;bivak,planina;284300;15;7;2;1;46.2422;13.7558;72;1075
2102;Tolminski Migovec;Slovenija;Julijske Alpe;1868;vrh;442624;8;2;1;4;46.24629;13.76239;86;527
2104;Ham;Hrvaška;Gorjanci, Medvednica in Medžimurje;679;vrh;47861;1;1;0;;;;48;1981
2105;Cima Venegiotta;Italija;Dolomiti;2401;vrh;85004;14;1;0;;46.32788;11.82286;52;1831
2106;Grillitschhütte (Golica/Koralpe);Avstrija;Labotniške Alpe;1710;koča,planina;102165;7;3;0;;46.8159;14.9843;54;1765
2107;Hühnerstütze (Golica/Koralpe);Avstrija;Labotniške Alpe;1989;vrh;99502;6;2;0;;46.806;14.9823;54;1778
2108;Cima Caladora / Cima del Lago;Italija;Dolomiti;2313;vrh;69431;10;1;0;;46.332;11.81224;51;1893
2109;Bukovniško jezero;Slovenija;Prekmurje;189;jezero;254328;11;6;1;;46.6723;16.3363;69;1185
2110;Handalm;Avstrija;Labotniške Alpe;1853;vrh;74484;5;5;0;;46.84553;15.0196;51;1872
2111;Weberkogel;Avstrija;Labotniške Alpe;1805;vrh;72919;6;4;0;;46.858;15.00896;51;1879
2112;Glashüttenkogel;Avstrija;Labotniške Alpe;1762;vrh;81854;3;2;0;;46.83879;15.04339;52;1846
2113;Sveti Benedikt (Kančevci);Slovenija;Prekmurje;358;vrh,cerkev;119039;13;5;0;4;46.751;16.2334;56;1698
2114;Sveti Primož in Felicijan nad Semičem;Slovenija;Posavsko hribovje in Dolenjska;465;cerkev;123500;2;1;0;;45.647;15.1639;56;1678
2115;Semenič;Slovenija;Posavsko hribovje in Dolenjska;590;vrh;123322;1;1;0;1;45.6487;15.1616;56;1680
2116;Smuk;Slovenija;Posavsko hribovje in Dolenjska;545;vrh,koča,cerkev;209858;9;2;3;2;45.66124;15.17985;64;1361
2117;Planinski dom Goška ravan;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;933;koča,planina;359608;10;6;0;;46.3166;14.1328;79;804
2118;Planina Ravne;Slovenija;Kamniško Savinjske Alpe;1500;planina;309305;9;1;1;1;46.35;14.6992;74;986
2119;Grad Turjak;Slovenija;Posavsko hribovje in Dolenjska;522;vrh;266201;2;3;0;3;45.8769;14.6074;70;1141
2120;Cima Valles / Cima Venegia;Italija;Dolomiti;2305;vrh;58209;5;1;0;;46.333;11.80299;49;1937
2121;Badacsony;Madžarska;Zahodna Madžarska;438;vrh;53550;2;3;0;;46.80318;17.49626;49;1956
2122;Gulacs;Madžarska;Zahodna Madžarska;393;vrh;47721;3;2;0;;46.82946;17.50103;48;1982
2123;Klečica;Slovenija;Julijske Alpe;1889;vrh;200869;0;0;0;;46.3973;13.9413;64;1392
2124;Marija Snežna (Kavalar) / Madonna della Neve;Italija;Karavanke;1275;planina,cerkev;289081;3;2;0;;46.5141;13.6951;72;1061
2125;Marinčeva planina (Hrib);Slovenija;Polhograjsko hribovje in Ljubljana;805;vrh;232498;7;2;0;1;46.04512;14.21678;67;1268
2126;Macna / Matzen;Avstrija;Karavanke;1627;vrh;152935;8;4;0;;46.509;14.3624;59;1569
2127;Sveta Ana (Macna) / St. Anna (Matzen);Avstrija;Karavanke;1536;cerkev;146874;6;3;0;;46.5135;14.3614;58;1595
2128;Oštrc;Hrvaška;Gorjanci, Medvednica in Medžimurje;752;vrh;103916;2;5;0;;45.7615;15.6494;54;1758
2129;Zabreznik (Sv. Miklavž);Slovenija;Posavsko hribovje in Dolenjska;644;vrh,cerkev;130838;3;2;0;1;46.1628;14.9496;57;1651
2130;Vetrh vrh;Slovenija;Karavanke;1268;vrh;120241;4;1;0;;46.3986;14.3833;56;1694
2134;Kopa / Monte Coppa;Italija;Karavanke;1496;vrh;272143;4;2;0;;46.51474;13.70705;71;1121
2135;Belovka;Slovenija;Goriško, Notranjsko in Snežniško hribovje;848;vrh;150267;3;2;0;;45.76061;14.54092;59;1581
2136;Mehovski hrib;Slovenija;Posavsko hribovje in Dolenjska;571;vrh;400752;23;6;0;;45.73803;15.20388;83;661
2138;Vošni vrh;Slovenija;Julijske Alpe;1621;vrh;181198;2;1;0;1;46.4128;13.9439;62;1465
2139;Frčkova planina;Slovenija;Julijske Alpe;1335;planina;188683;3;1;0;;46.4231;13.9504;63;1435
2140;Strešni vrh (Svibno);Slovenija;Posavsko hribovje in Dolenjska;523;vrh;183698;1;2;0;;46.0728;14.8331;62;1454
2141;Vrhija;Slovenija;Posavsko hribovje in Dolenjska;648;vrh;135124;2;1;0;;46.1623;14.8897;57;1637
2142;Javorč;Slovenija;Polhograjsko hribovje in Ljubljana;901;vrh,koča;349818;5;3;0;;46.0703;14.1419;78;837
2145;Frančiškov hrib;Slovenija;Goriško, Notranjsko in Snežniško hribovje;632;vrh;210495;5;3;0;6;45.9954;13.6612;65;1358
2146;Koseški bajer;Slovenija;Polhograjsko hribovje in Ljubljana;307;jezero;395259;7;2;0;3;46.0673;14.4687;82;681
2147;Razgledišče Petelinc / Aussicht Petelinz;Avstrija;Krške Alpe;604;vrh;120480;1;4;0;;46.5485;14.3136;56;1691
2148;Sveti Duh (Pedrovo);Slovenija;Goriško, Notranjsko in Snežniško hribovje;365;cerkev;140378;1;2;0;;45.8565;13.7642;58;1617
2149;Vitovsko jezero;Slovenija;Goriško, Notranjsko in Snežniško hribovje;445;jezero;200030;3;1;0;;45.9379;13.772;64;1395
2151;Sveti Vid (Vidovska planota);Slovenija;Goriško, Notranjsko in Snežniško hribovje;846;vrh,cerkev;178979;9;3;0;;45.8506;14.4612;62;1472
2152;Nizki vrh;Slovenija;Julijske Alpe;1488;vrh;216854;13;1;0;;46.2916;13.3902;65;1326
2153;Brezje / Montemaggiore;Italija;Julijske Alpe;819;Vremenska napoved:;145602;2;1;0;;46.2681;13.37;58;1599
2154;Klatnica;Slovenija;Julijske Alpe;1000;Vremenska napoved:;215815;4;1;0;;46.2794;13.417;65;1331
2155;Stari grad Kamnik;Slovenija;Posavsko hribovje in Dolenjska;577;vrh,koča;339406;7;2;0;4;46.2239;14.6169;77;879
2156;Köris Hegy;Madžarska;Zahodna Madžarska;709;Vremenska napoved:;55081;1;1;0;;47.2941;17.7536;49;1951
2157;Izvir Bele;Slovenija;Julijske Alpe;665;Vremenska napoved:;226799;2;1;0;1;46.2712;13.4257;66;1284
2158;Špicberg;Slovenija;Posavsko hribovje in Dolenjska;490;vrh;211472;2;2;0;;46.1455;15.0322;65;1352
2159;Dom pod Okićem;Hrvaška;Gorjanci, Medvednica in Medžimurje;411;koča;47963;3;1;0;;;;48;1980
2162;Pečke;Slovenija;Pohorje, Dravinjske gorice in Haloze;720;vrh,koča;360000;7;5;1;;46.5227;15.5408;79;803
2163;Sveta Ana (Tunjice);Slovenija;Kamniško Savinjske Alpe;475;vrh,cerkev;271046;9;3;0;3;46.2314;14.5777;71;1125
2164;Brezovica;Hrvaška;Gorjanci, Medvednica in Medžimurje;581;vrh;49928;3;2;0;;;;48;1974
2166;Fallbach;Avstrija;Visoke Ture;1150;slap;106100;1;1;0;;46.9845;13.47038;54;1750
2167;Cesargradska gora;Hrvaška;Gorjanci, Medvednica in Medžimurje;509;vrh,koča;61444;10;2;0;;;;50;1924
2170;Trebni vrh;Slovenija;Posavsko hribovje in Dolenjska;581;vrh;241014;3;6;2;8;45.8935;15.003;68;1238
2171;Lovski dom na Vrhtrebnjem;Slovenija;Posavsko hribovje in Dolenjska;562;koča,cerkev;232817;5;4;0;1;45.8942;15.0014;67;1266
2172;Lisec (Liška gora);Slovenija;Posavsko hribovje in Dolenjska;565;vrh;185412;7;1;0;2;45.8682;14.9533;62;1448
2173;Sveti Križ (Liška gora);Slovenija;Posavsko hribovje in Dolenjska;428;vrh,cerkev;128006;2;1;0;;45.868;14.9627;57;1665
2174;Koča pod Košuto / Koschutahaus;Avstrija;Karavanke;1280;koča;221836;4;3;0;;46.4517;14.3876;66;1306
2175;Mejnik;Avstrija;Karavanke;1517;vrh;161386;2;3;0;;46.4537;14.3961;60;1538
2176;Col Rosa;Italija;Dolomiti;2166;vrh;121165;15;2;0;;46.58576;12.09764;56;1688
2177;Sasso di Stria;Italija;Dolomiti;2477;vrh;82748;7;1;0;;46.51989;11.99788;52;1839
2178;Monte Sief;Italija;Dolomiti;2424;vrh;94272;14;2;0;;46.50095;11.95438;53;1795
2180;Col di Lana;Italija;Dolomiti;2452;vrh,bivak,cerkev;168396;24;3;0;;46.49665;11.95941;61;1512
2181;Cenglei;Italija;Dolomiti;2221;vrh;76877;7;1;0;;46.49871;11.97228;51;1860
2182;K2;Nepal;Himalaja;8611;vrh;312866;3;0;0;;;;75;968
2185;Lovska koča na Glinu;Slovenija;Julijske Alpe;1527;vrh;162608;2;5;0;;46.2411;13.8684;60;1533
2186;Rifugio Fodara Vedla;Italija;Dolomiti;1980;koča,planina;60423;2;1;0;;46.63558;12.06098;50;1928
2187;Rifugio Sennes;Italija;Dolomiti;2126;koča,jezero,planina;90702;7;4;0;;46.65362;12.0595;53;1807
2188;Rifugio Munt de Sennes;Italija;Dolomiti;2176;koča,planina;76689;8;2;0;;46.65885;12.04871;51;1863
2189;Col de Lasta;Italija;Dolomiti;2311;vrh;71221;7;2;0;;46.65316;12.05243;51;1883
2190;Muntejela de Sennes;Italija;Dolomiti;2787;vrh;97170;16;2;0;;46.67197;12.01873;53;1783
2191;Rifugio Biella / Seekofel Hütte;Italija;Dolomiti;2327;koča,bivak;106321;15;2;0;;46.66565;12.08464;54;1746
2192;Croda del Beco / Seekofel;Italija;Dolomiti;2810;vrh;159121;22;2;0;;46.67486;12.07224;60;1548
2193;Punta Fiames;Italija;Dolomiti;2240;vrh;107896;12;2;0;1;46.57596;12.12994;55;1738
2194;Pezzories;Italija;Dolomiti;2348;vrh;70198;8;1;0;;46.58027;12.12998;51;1888
2197;Sveti Mihael na Pečici;Slovenija;Karavanke;500;cerkev;129044;5;4;0;;46.275;15.5294;57;1658
2198;Linderhütte;Avstrija;Lienški Dolomiti;2683;bivak;87055;7;1;0;;46.77009;12.7406;52;1822
2199;Spitzkofel;Avstrija;Lienški Dolomiti;2717;vrh;133625;13;1;0;;46.77239;12.743;57;1642
2200;Weittalspitze;Avstrija;Lienški Dolomiti;2539;vrh;101750;15;2;0;;46.74979;12.76611;54;1767
2201;Kriška planina;Slovenija;Kamniško Savinjske Alpe;1480;koča,planina;516078;5;5;4;2;46.2943;14.5359;92;316
2202;Rifugio Padon;Italija;Dolomiti;2407;koča;93975;9;1;0;;46.46352;11.89259;53;1796
2203;Bivak Bontadini;Italija;Dolomiti;2580;bivak;95429;6;1;0;;46.46344;11.88828;53;1790
2204;Bech da Mesdi;Italija;Dolomiti;2727;vrh;120032;9;1;0;;46.47309;11.87453;56;1695
2205;Okić;Hrvaška;Gorjanci, Medvednica in Medžimurje;499;Ogledov: 70.809;70809;1;3;0;;;;51;1886
2207;Leibnitzalm;Avstrija;Visoke Ture;1908;planina;48029;4;1;0;;46.92136;12.67956;48;1979
2208;Hochschoberhütte;Avstrija;Visoke Ture;2322;koča;55820;13;2;0;;46.9251;12.69952;49;1947
2209;Domačija Pr Lenart (Belo);Slovenija;Polhograjsko hribovje in Ljubljana;650;koča;218640;3;2;0;;46.0788;14.3591;66;1321
2210;Schoberlacke;Avstrija;Visoke Ture;2515;jezero;58481;4;1;0;;46.93274;12.69757;49;1936
2211;Hochschober;Avstrija;Visoke Ture;3240;vrh;172991;7;1;0;;46.94258;12.69831;61;1495
2213;Wangenitzseehütte;Avstrija;Visoke Ture;2508;koča,jezero,bivak;173005;15;1;0;;46.93017;12.7998;61;1494
2214;Petzeck;Avstrija;Visoke Ture;3283;vrh;451897;14;1;0;;46.94808;12.80397;87;493
2215;Kruckelkopf;Avstrija;Visoke Ture;3181;vrh;195015;10;1;0;;46.94203;12.79614;63;1409
2216;Steinermandl;Avstrija;Visoke Ture;2235;vrh,koča;107377;10;1;0;;46.87594;12.79144;55;1740
2218;Goiselemandl;Avstrija;Visoke Ture;2433;vrh;106905;10;1;0;;46.88514;12.77758;54;1745
2219;Neualplseen;Avstrija;Visoke Ture;2438;jezero;112656;13;2;0;;46.89292;12.76608;55;1724
2220;Östlicher Sattelkopf;Avstrija;Visoke Ture;2651;vrh;110999;9;1;0;;46.89922;12.76608;55;1731
2221;Schleinitz;Avstrija;Visoke Ture;2905;vrh;146651;18;2;0;;46.89538;12.74888;58;1597
2222;Matkov kot;Slovenija;Kamniško Savinjske Alpe;920;Vremenska napoved:;445526;1;1;0;;46.401;14.6066;86;519
2223;Vrh (Debeli hrib);Slovenija;Polhograjsko hribovje in Ljubljana;540;vrh;279015;7;7;0;1;46.0309;14.3877;71;1092
2224;Naturfreundehaus Kolm Saigurn;Avstrija;Visoke Ture;1598;koča;50274;6;1;0;;47.06744;12.98386;49;1972
2225;Schutzhaus Neubau;Avstrija;Visoke Ture;2175;koča;52190;6;1;0;;47.05631;12.98789;49;1963
2226;Rojacher Hütte;Avstrija;Visoke Ture;2718;koča;86340;7;1;0;;47.04805;12.96919;52;1823
2227;Hoher Sonnblick;Avstrija;Visoke Ture;3106;vrh,koča,bivak;379828;23;2;0;;47.05397;12.95775;81;726
2228;Goldzechkopf;Avstrija;Visoke Ture;3042;vrh;152599;9;2;0;;47.05917;12.94303;59;1571
2229;Hocharn;Avstrija;Visoke Ture;3254;vrh;243327;12;2;0;;47.076;12.93769;68;1230
2230;Peter Wiechenthaler Hütte;Avstrija;Severne apneniške Alpe;1752;vrh,koča;48834;6;1;0;;47.46369;12.87542;48;1977
2231;Schartenkopf;Avstrija;Severne apneniške Alpe;2308;vrh;56454;7;1;0;;47.47933;12.8945;49;1945
2232;Ingolstädter Haus;Avstrija;Severne apneniške Alpe;2132;koča,bivak;59312;11;1;0;;47.50158;12.88708;50;1934
2233;Großer Hundstod;Avstrija, Nemčija;Severne apneniške Alpe;2594;vrh;73627;10;1;0;;47.51261;12.88508;51;1874
2235;Čevo;Hrvaška;Gorjanci, Medvednica in Medžimurje;562;vrh;59645;5;4;0;;46.2063;16.2827;50;1932
2236;Prielschutzhaus;Avstrija;Severne apneniške Alpe;1420;koča;59329;10;1;0;;47.70486;14.08197;50;1933
2237;Großer Priel;Avstrija;Severne apneniške Alpe;2515;vrh;111948;17;2;0;;47.71683;14.06322;55;1728
2238;Herbertspitze;Avstrija;Nizke Ture;2137;vrh;60323;9;1;0;;47.23814;13.55931;50;1929
2239;Gamsleitenspitze;Avstrija;Nizke Ture;2359;vrh;85601;13;2;0;;47.23914;13.54636;52;1829
2240;Zbelovski grad;Slovenija;Karavanke;400;Vremenska napoved:;123372;5;3;0;2;46.2961;15.5265;56;1679
2241;Oslica (Bohor);Slovenija;Posavsko hribovje in Dolenjska;860;vrh;189494;10;9;0;1;46.0679;15.485;63;1434
2242;Gamsmilchbar;Avstrija;Nizke Ture;2184;koča,jezero,sedlo;64194;11;1;0;;47.24071;13.53383;50;1912
2243;Gamsspitzl;Avstrija;Nizke Ture;2340;vrh;74430;11;1;0;;47.23883;13.53022;51;1873
2244;Debeli vrh (Bohor);Slovenija;Posavsko hribovje in Dolenjska;921;vrh;186854;4;7;0;1;46.07068;15.47009;62;1440
2245;Zehnerkarspitze;Avstrija;Nizke Ture;2382;vrh;85596;12;1;0;;47.23653;13.52908;52;1830
2246;Brest (Bohor);Slovenija;Posavsko hribovje in Dolenjska;808;vrh;165247;5;9;0;1;46.0702;15.4791;60;1525
2247;Snowdon;Velika Britanija;Snowdonia;1085;vrh,koča;147959;6;0;0;;53.0684;4.0761;59;1589
2248;Spodnji Rokav;Slovenija;Julijske Alpe;2500;vrh;348223;1;1;0;;46.43063;13.82878;78;840
2249;Tinska gora;Slovenija;Posavsko hribovje in Dolenjska;409;vrh;175811;7;3;0;;46.1801;15.5525;61;1480
2250;Wiener Neustädter Hütte;Avstrija;Severne apneniške Alpe;2213;koča;84463;10;1;0;;47.42335;10.97027;52;1833
2251;Montokuc;Hrvaška;Jadranski otoki;235;vrh;82075;4;3;0;;42.7728;17.3832;52;1845
2252;Zugspitze;Avstrija, Nemčija;Severne apneniške Alpe;2962;vrh,koča;410507;29;2;0;;47.4213;10.98622;84;623
2253;Ehrwalder Alm;Avstrija;Severne apneniške Alpe;1502;koča,planina;51237;8;1;0;;47.38497;10.969;49;1966
2258;Hochfeldern Alm;Avstrija;Severne apneniške Alpe;1732;koča,planina;52983;6;1;0;;47.38235;10.98953;49;1959
2259;Knorrhütte;Nemčija;Severne apneniške Alpe;2052;koča;59843;10;1;0;;47.41004;11.01292;50;1931
2260;Sonnalpin;Nemčija;Severne apneniške Alpe;2576;koča,cerkev;70852;9;1;0;;47.41316;10.97967;51;1885
2261;Raskože (Bohor);Slovenija;Posavsko hribovje in Dolenjska;650;vrh;121274;3;1;0;;46.0671;15.5262;56;1687
2262;Kreuzeckhaus;Nemčija;Severne apneniške Alpe;1652;vrh,koča,planina;51885;8;1;0;;47.45217;11.06642;49;1964
2263;Pokojni vrh (Bohor);Slovenija;Posavsko hribovje in Dolenjska;711;vrh;137653;3;1;0;;46.0696;15.5111;58;1627
2264;Hochalm;Nemčija;Severne apneniške Alpe;1705;koča,planina;51136;8;1;0;;47.44061;11.06232;49;1968
2265;Osterfelderkopf;Nemčija;Severne apneniške Alpe;2033;vrh,koča;66059;13;1;0;;47.43923;11.05033;50;1904
2266;Alpspitze;Nemčija;Severne apneniške Alpe;2628;vrh;136014;26;2;0;;47.42975;11.04817;57;1632
2267;Televrina;Hrvaška;Jadranski otoki;588;vrh;330817;10;3;0;2;44.67154;14.36178;77;897
2268;Bernadeinkopf;Nemčija;Severne apneniške Alpe;2143;vrh;68481;12;1;0;;47.43108;11.06037;51;1896
2269;Rio Bianco / Beli potok;Italija;Julijske Alpe;770;slap;162038;4;0;0;;46.2777;13.3829;60;1536
2270;Miklavžev hrib (Miklavški hrib);Slovenija;Posavsko hribovje in Dolenjska;394;cerkev;178400;4;2;0;1;46.2224;15.2609;62;1473
2271;Lago di Fosses;Italija;Dolomiti;2142;jezero,planina;99737;15;1;0;;46.65269;12.09405;54;1776
2272;Remeda Rossa / Rote Wand;Italija;Dolomiti;2605;vrh;81813;12;2;0;;46.65264;12.11093;52;1847
2273;Piccola Croda Rossa / Kleine Gaisl;Italija;Dolomiti;2859;vrh;124344;23;2;0;;46.64575;12.12442;56;1676
2274;Roter Turm;Italija;Dolomiti;2553;vrh;86254;15;2;0;;46.65672;12.10874;52;1824
2275;Col Druscie;Italija;Dolomiti;1779;vrh,koča;67625;7;1;0;;46.54308;12.10397;50;1898
2276;Rifugio Sass Bece;Italija;Dolomiti;2423;vrh,koča;100109;19;1;0;2;46.4784;11.8129;54;1772
2277;Vipota;Slovenija;Posavsko hribovje in Dolenjska;532;vrh;217432;5;3;0;;46.20357;15.25404;65;1324
2278;Rifugio Belvedere;Italija;Dolomiti;2335;koča;82871;15;1;0;;46.47615;11.80733;52;1838
2279;Col di Rosc;Italija;Dolomiti;2383;vrh;77434;12;1;0;;46.47457;11.80195;51;1859
2280;Rifugio Fredarola;Italija;Dolomiti;2370;koča;61928;8;1;0;;46.47741;11.81489;50;1921
2281;Col da Cuch;Italija;Dolomiti;2563;vrh;82695;10;1;0;;46.4755;11.82404;52;1840
2282;Sas Ciapel;Italija;Dolomiti;2557;vrh;89526;17;1;0;;46.47702;11.84151;53;1813
2284;Sveti Primož in Felicijan (Osredek);Slovenija;Goriško, Notranjsko in Snežniško hribovje;751;vrh,koča,cerkev;172398;4;1;0;;45.8645;14.4853;61;1500
2287;Javorca (Golte);Slovenija;Kamniško Savinjske Alpe;1465;planina;347592;11;3;0;1;46.37354;14.90979;78;842
2289;Rog (Medvednica);Hrvaška;Gorjanci, Medvednica in Medžimurje;709;Vremenska napoved:;88595;3;2;0;;45.92963;16.06768;52;1820
2290;Iški morost;Slovenija;Goriško, Notranjsko in Snežniško hribovje;289;Vremenska napoved:;197872;7;3;0;4;45.9822;14.4794;64;1398
2291;Krajnikov grad;Slovenija;Karavanke;549;vrh;114344;3;1;0;1;46.3792;15.2932;55;1717
2298;Ančnikovo gradišče;Slovenija;Pohorje, Dravinjske gorice in Haloze;750;koča;226085;23;1;0;1;46.42669;15.52355;66;1286
2299;Veliki Lubenjak;Hrvaška;Gorjanci, Medvednica in Medžimurje;590;Ogledov: 48.769;48769;3;1;0;;;;48;1978
2302;Veliki vrh nad Svetino;Slovenija;Posavsko hribovje in Dolenjska;807;vrh;272642;5;5;0;;46.17805;15.29584;71;1120
2303;Kopa (Belska Kopa);Slovenija;Kamniško Savinjske Alpe;1180;vrh;257018;3;1;0;;46.32205;14.61143;69;1175
2304;Terenbachalm;Avstrija;Labotniške Alpe;1734;planina;102873;6;1;0;;47.191;14.99826;54;1761
2305;Veli Vrh;Hrvaška;Jadranski otoki;541;vrh;118323;6;2;0;;;;56;1701
2306;Obzova;Hrvaška;Jadranski otoki;568;vrh;318379;9;3;0;3;44.99437;14.68735;75;946
2307;Golarjeva peč;Slovenija;Karavanke;1276;vrh;179234;2;1;0;;46.4297;14.6517;62;1471
2308;Štanjel (Sveti Danijel);Slovenija;Goriško, Notranjsko in Snežniško hribovje;553;vrh;51201;6;1;1;;;;49;1967
2309;Lopatnik;Slovenija;Julijske Alpe;2012;vrh;427148;16;1;0;;46.2868;13.6493;85;573
2310;Vrh (Šticna);Slovenija;Posavsko hribovje in Dolenjska;679;vrh;174780;4;1;0;1;46.132;14.9799;61;1486
2316;Resje nad Štorami;Slovenija;Posavsko hribovje in Dolenjska;567;vrh;255484;5;4;0;;46.191;15.3426;69;1181
2318;Rigljica;Slovenija;Julijske Alpe;2074;vrh;339795;0;1;0;;46.4581;13.80653;77;874
2319;Studeniški grad;Slovenija;Karavanke;315;Vremenska napoved:;172926;9;5;0;33;46.3;15.6151;61;1496
2320;Turn (Sv. Janez Krstnik);Slovenija;Posavsko hribovje in Dolenjska;513;vrh;260736;6;5;0;;46.2005;15.3313;70;1162
2321;Sv. Uršula nad Dramljami;Slovenija;Karavanke;464;cerkev;203326;8;3;0;1;46.2805;15.4142;64;1383
2322;Babček;Slovenija;Karavanke;575;vrh;174849;3;4;0;;46.2981;15.4158;61;1484
2323;Rušica;Slovenija;Julijske Alpe;2096;vrh;52868;0;0;0;;;;49;1960
2324;Lipenšči hrib;Slovenija;Julijske Alpe;1375;vrh;222774;4;1;0;;46.354;13.9572;66;1302
2325;Gradišče (Bodešče);Slovenija;Julijske Alpe;499;vrh;220193;4;2;0;1;46.3435;14.1392;66;1311
2326;Sveti Lenart (Bodešče);Slovenija;Julijske Alpe;485;cerkev;194149;5;2;0;1;46.3437;14.1393;63;1413
2327;Bukovski vrh (Kuna gora);Hrvaška;Gorjanci, Medvednica in Medžimurje;521;Vremenska napoved:;106229;4;2;0;;46.17831;15.73601;54;1748
2328;Šobčev bajer;Slovenija;Kamniško Savinjske Alpe;426;jezero;333140;5;5;0;;46.3538;14.1509;77;889
2329;Žusem;Slovenija;Posavsko hribovje in Dolenjska;669;vrh,bivak,cerkev;420018;15;10;0;7;46.15871;15.48166;84;596
2330;Sv. Urban (Cmereška Gorca);Slovenija;Posavsko hribovje in Dolenjska;322;cerkev;152824;5;2;0;;46.1833;15.5929;59;1570
2331;Slap Kotel;Slovenija;Goriško, Notranjsko in Snežniško hribovje;763;slap,jezero;208849;5;1;0;;45.85464;14.44595;64;1362
2332;Japetić;Hrvaška;Gorjanci, Medvednica in Medžimurje;879;vrh;100225;5;3;0;;;;54;1771
2334;Dom v Iškem Vintgarju;Slovenija;Goriško, Notranjsko in Snežniško hribovje;360;slap,koča,jezero;197023;1;1;0;;;;63;1402
2335;Sv. Urban nad Mariborom;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;595;cerkev;316479;10;8;0;2;46.6036;15.6053;75;955
2336;Ciganov vrh (Korinjski hrib);Slovenija;Posavsko hribovje in Dolenjska;731;vrh;204304;0;1;0;2;45.8466;14.7791;64;1377
2337;Sv. Lovrenc (Kompole);Slovenija;Posavsko hribovje in Dolenjska;315;cerkev;240697;9;2;0;;46.2148;15.3366;68;1239
2338;Vrunčev dom na Svetini;Slovenija;Posavsko hribovje in Dolenjska;780;koča;303560;7;9;0;;;;74;1009
2339;Bloško jezero;Slovenija;Goriško, Notranjsko in Snežniško hribovje;748;koča,jezero;443098;13;4;0;;45.7859;14.5158;86;525
2340;Sv. Križ (Gaj nad Mariborom);Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;575;cerkev;282072;5;3;0;;46.6189;15.5658;72;1086
2341;Petnikov vrh;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;603;vrh;215525;6;1;0;;46.6215;15.5558;65;1334
2342;Županov vrh;Slovenija;Goriško, Notranjsko in Snežniško hribovje;999;vrh;331850;15;6;0;;45.8963;14.4494;77;894
2343;Sv. Peter (Olešče);Slovenija;Posavsko hribovje in Dolenjska;525;cerkev;193584;8;2;0;;46.1535;15.2988;63;1419
2344;Samotni bor;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;426;vrh;152467;7;1;0;1;46.57708;15.63541;59;1572
2345;Lahomniški sopot;Slovenija;Posavsko hribovje in Dolenjska;325;slap;203595;7;1;0;;46.1448;15.2964;64;1382
2346;Sv. Marija Vnebovzeta (Vrbnik);Hrvaška;Jadranski otoki;75;vrh,koča,cerkev;117702;3;1;0;1;45.0776;14.6746;56;1704
