id;ime_gore;drzava;gorovje;visina;sirina_dolzina;vrsta;ogledi;priljubljenost;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;povezava
200;Struška;Avstrija, Slovenija;Karavanke;1944;46,47275°N 14,12286°E;vrh;567185;94% (234. mesto);11;8;1;6;https://www.hribi.net/gora/struska/11/200
201;Belska planina (Svečica);Slovenija;Karavanke;1700;46,47403°N 14,10882°E;koča, planina;508262;91% (334. mesto);9;5;0;6;https://www.hribi.net/gora/belska_planina_svecica/11/201
202;Pusti Rovt;Slovenija;Karavanke;1296;46,47718°N 14,08992°E;planina;318554;75% (944. mesto);7;2;0;1;https://www.hribi.net/gora/pusti_rovt/11/202
203;Dom Valentina Staniča pod Triglavom;Slovenija;Julijske Alpe;2332;46,38703°N 13,85984°E;koča, bivak;612263;96% (162. mesto);12;12;1;10;https://www.hribi.net/gora/dom_valentina_stanica_pod_triglavom/1/203
204;Koča na Soriški planini;Slovenija;Julijske Alpe;1306;46,24°N 14,00737°E;koča, planina;572318;94% (226. mesto);7;4;2;3;https://www.hribi.net/gora/koca_na_soriski_planini/1/204
205;Možic;Slovenija;Julijske Alpe;1602;46,24182°N 13,99482°E;vrh;613995;96% (160. mesto);11;8;4;5;https://www.hribi.net/gora/mozic/1/205
206;Koča v Krnici;Slovenija;Julijske Alpe;1113;46,43236°N 13,78762°E;koča;702334;97% (105. mesto);7;3;0;16;https://www.hribi.net/gora/koca_v_krnici/1/206
207;Velika Poljana;Slovenija;Kamniško Savinjske Alpe;1385;46,34632°N 14,37922°E;koča, planina, sedlo;503450;91% (355. mesto);13;11;3;40;https://www.hribi.net/gora/velika_poljana/3/207
208;Mala Poljana;Slovenija;Kamniško Savinjske Alpe;1325;46,34862°N 14,3729°E;koča, planina;460554;88% (465. mesto);13;6;3;13;https://www.hribi.net/gora/mala_poljana/3/208
209;Porezen;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1630;46,17733°N 13,97467°E;vrh;912206;99% (41. mesto);32;21;12;10;https://www.hribi.net/gora/porezen/21/209
210;Zavetišče pod Špičkom;Slovenija;Julijske Alpe;2064;46,41015°N 13,67785°E;koča, bivak;567964;94% (233. mesto);3;4;3;4;https://www.hribi.net/gora/zavetisce_pod_spickom/1/210
211;Bivak na Jezerih;Slovenija;Julijske Alpe;2118;46,43367°N 13,83861°E;bivak;435682;86% (545. mesto);1;1;0;1;https://www.hribi.net/gora/bivak_na_jezerih/1/211
214;Zasavska Sveta gora;Slovenija;Posavsko hribovje in Dolenjska;852;46,1285°N 14,89429°E;vrh, cerkev;603727;95% (175. mesto);16;9;3;3;https://www.hribi.net/gora/zasavska_sveta_gora/25/214
215;Dom na Mirni gori;Slovenija;Posavsko hribovje in Dolenjska;1000;45,62952°N 15,10311°E;koča;472794;89% (430. mesto);12;4;0;2;https://www.hribi.net/gora/dom_na_mirni_gori/25/215
216;Bivak na Rušju;Slovenija;Julijske Alpe;1980;46,41748°N 13,8199°E;bivak;459600;88% (470. mesto);4;1;0;4;https://www.hribi.net/gora/bivak_na_rusju/1/216
217;Dom na Poreznu;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1590;46,17927°N 13,97624°E;koča, bivak, planina;552150;93% (257. mesto);16;20;0;6;https://www.hribi.net/gora/dom_na_poreznu/21/217
218;Spodnji Martuljkov slap;Slovenija;Julijske Alpe;850;46,47233°N 13,82839°E;slap;326753;76% (914. mesto);1;1;0;1;https://www.hribi.net/gora/spodnji_martuljkov_slap/1/218
219;Ingotova koča na planini Jesenje;Slovenija;Julijske Alpe;930;46,4698°N 13,83131°E;koča, planina, cerkev;435497;86% (546. mesto);3;2;0;3;https://www.hribi.net/gora/ingotova_koca_na_planini_jesenje/1/219
220;Zgornji Martuljkov slap;Slovenija;Julijske Alpe;1150;46,46112°N 13,83886°E;slap;423683;85% (586. mesto);2;2;1;;https://www.hribi.net/gora/zgornji_martuljkov_slap/1/220
221;Kovačičeva glava;Slovenija;Julijske Alpe;1827;46,31981°N 13,8023°E;vrh;225967;66% (1288. mesto);6;1;0;;https://www.hribi.net/gora/kovaciceva_glava/1/221
222;Slap Suha;Slovenija;Julijske Alpe;950;46,30581°N 13,85786°E;slap;295381;73% (1039. mesto);3;1;0;;https://www.hribi.net/gora/slap_suha/1/222
223;Dom na Kofcah;Slovenija;Karavanke;1488;46,41772°N 14,3232°E;koča, planina, cerkev;1363329;100% (5. mesto);18;13;6;42;https://www.hribi.net/gora/dom_na_kofcah/11/223
224;Mala Mojstrovka;Slovenija;Julijske Alpe;2332;46,43725°N 13,73111°E;vrh;947626;99% (35. mesto);9;5;4;21;https://www.hribi.net/gora/mala_mojstrovka/1/224
225;Kranjska koča na Ledinah;Slovenija;Kamniško Savinjske Alpe;1700;46,37059°N 14,54963°E;koča, bivak;681044;97% (113. mesto);5;4;0;4;https://www.hribi.net/gora/kranjska_koca_na_ledinah/3/225
226;Jeterbenk;Slovenija;Polhograjsko hribovje in Ljubljana;774;46,1024°N 14,38719°E;vrh;506048;91% (346. mesto);13;10;4;24;https://www.hribi.net/gora/jeterbenk/5/226
227;Slivnica;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1114;45,79005°N 14,4081°E;vrh;778697;98% (69. mesto);10;6;7;15;https://www.hribi.net/gora/slivnica/26/227
228;Zelenci;Slovenija;Julijske Alpe;845;46,49235°N 13,73771°E;jezero;516622;92% (314. mesto);12;3;0;3;https://www.hribi.net/gora/zelenci/1/228
229;Počitniški dom v Možnici;Slovenija;Julijske Alpe;793;46,38443°N 13,56775°E;koča, bivak;327008;76% (911. mesto);3;1;0;;https://www.hribi.net/gora/pocitniski_dom_v_moznici/1/229
230;Mladinski izobraževalni center v Bavšici;Slovenija;Julijske Alpe;725;46,36914°N 13,63367°E;planina;220286;66% (1310. mesto);4;1;0;;https://www.hribi.net/gora/mladinski_izobrazevalni_center_v_bavsici/1/230
231;Logje;Slovenija;Julijske Alpe;840;46,37498°N 13,63454°E;planina;330226;77% (899. mesto);4;1;0;;https://www.hribi.net/gora/logje/1/231
232;Slap Virje;Slovenija;Julijske Alpe;400;46,33494°N 13,51418°E;slap, jezero;418382;84% (603. mesto);4;1;0;2;https://www.hribi.net/gora/slap_virje/1/232
233;Slap Parabola;Slovenija;Julijske Alpe;700;46,40195°N 13,60737°E;slap, jezero;406949;83% (636. mesto);4;1;0;;https://www.hribi.net/gora/slap_parabola/1/233
234;Izvir Glijuna;Slovenija;Julijske Alpe;450;46,3352°N 13,51064°E;Vremenska napoved:;294857;73% (1041. mesto);4;1;0;1;https://www.hribi.net/gora/izvir_glijuna/1/234
235;Korita Soče pri Kršovcu;Slovenija;Julijske Alpe;390;46,33341°N 13,59312°E;Vremenska napoved:;323878;76% (924. mesto);2;1;0;;https://www.hribi.net/gora/korita_soce_pri_krsovcu/1/235
236;Koča Vrtača;Slovenija;Karavanke;1288;46,42974°N 14,24458°E;koča;411617;84% (620. mesto);4;1;0;4;https://www.hribi.net/gora/koca_vrtaca/11/236
237;Jarški dom na Mali planini;Slovenija;Kamniško Savinjske Alpe;1520;46,2874°N 14,6607°E;koča, planina;506398;91% (342. mesto);6;5;0;10;https://www.hribi.net/gora/jarski_dom_na_mali_planini/3/237
238;Planinska koča Iskra na Jakobu;Slovenija;Kamniško Savinjske Alpe;961;46,31517°N 14,44093°E;koča, cerkev;602779;95% (177. mesto);9;8;0;76;https://www.hribi.net/gora/planinska_koca_iskra_na_jakobu/3/238
239;Toplar;Avstrija, Slovenija;Karavanke;2000;46,43156°N 14,31668°E;vrh;502117;91% (359. mesto);4;3;2;7;https://www.hribi.net/gora/toplar/11/239
240;Slemenova špica;Slovenija;Julijske Alpe;1911;46,44584°N 13,7266°E;vrh, planina;1002084;99% (29. mesto);11;6;4;17;https://www.hribi.net/gora/slemenova_spica/1/240
241;Bivak pod Luknjo;Slovenija;Julijske Alpe;1480;46,39127°N 13,82189°E;bivak;475550;89% (421. mesto);4;1;1;;https://www.hribi.net/gora/bivak_pod_luknjo/1/241
242;Aljažev dom v Vratih;Slovenija;Julijske Alpe;1001;46,40904°N 13,84339°E;koča, bivak, cerkev;575669;94% (216. mesto);11;1;1;3;https://www.hribi.net/gora/aljazev_dom_v_vratih/1/242
243;Planina v Lazu;Slovenija;Julijske Alpe;1560;46,32882°N 13,82552°E;planina;475317;89% (425. mesto);10;2;3;;https://www.hribi.net/gora/planina_v_lazu/1/243
244;Srednji vrh;Slovenija;Kamniško Savinjske Alpe;1853;46,33939°N 14,4391°E;vrh;568354;94% (231. mesto);10;7;4;16;https://www.hribi.net/gora/srednji_vrh/3/244
245;Planina Dolga njiva;Slovenija;Kamniško Savinjske Alpe;1600;46,33684°N 14,43331°E;planina;491172;90% (378. mesto);5;4;1;7;https://www.hribi.net/gora/planina_dolga_njiva/3/245
246;Planina Spodnja Grintovica;Slovenija;Julijske Alpe;1165;46,33191°N 13,86584°E;planina;358718;79% (807. mesto);2;2;0;;https://www.hribi.net/gora/planina_spodnja_grintovica/1/246
247;Planina Zgornja Grintovica;Slovenija;Julijske Alpe;1250;46,32841°N 13,86507°E;planina;375119;81% (742. mesto);10;2;0;;https://www.hribi.net/gora/planina_zgornja_grintovica/1/247
248;Pri Pastirjih;Slovenija;Kamniško Savinjske Alpe;1430;46,3497°N 14,59503°E;bivak, planina;367220;80% (770. mesto);3;1;0;1;https://www.hribi.net/gora/pri_pastirjih/3/248
249;Kranjska reber;Slovenija;Kamniško Savinjske Alpe;1435;46,2843°N 14,71112°E;vrh;494927;90% (367. mesto);12;6;2;3;https://www.hribi.net/gora/kranjska_reber/3/249
250;Kašna planina;Slovenija;Kamniško Savinjske Alpe;1317;46,29°N 14,7177°E;planina;460304;88% (466. mesto);10;3;0;1;https://www.hribi.net/gora/kasna_planina/3/250
251;Koča Pr Zdravc;Slovenija;Karavanke;1460;46,37768°N 14,3907°E;koča;275326;71% (1105. mesto);3;5;0;1;https://www.hribi.net/gora/koca_pr_zdravc/11/251
252;Golica;Avstrija, Slovenija;Karavanke;1835;46,49132°N 14,05411°E;vrh;1170955;100% (10. mesto);14;12;5;24;https://www.hribi.net/gora/golica/11/252
253;Planina Zgornja Krma;Slovenija;Julijske Alpe;1720;46,3682°N 13,86771°E;planina;466300;88% (449. mesto);6;1;1;4;https://www.hribi.net/gora/planina_zgornja_krma/1/253
254;Pršivec;Slovenija;Julijske Alpe;1761;46,2973°N 13,82122°E;vrh;631085;96% (144. mesto);9;7;2;3;https://www.hribi.net/gora/prsivec/1/254
255;Planina Viševnik;Slovenija;Julijske Alpe;1625;46,30592°N 13,81746°E;koča, planina;535402;93% (281. mesto);14;4;4;1;https://www.hribi.net/gora/planina_visevnik/1/255
256;Mali Draški vrh;Slovenija;Julijske Alpe;2132;46,36293°N 13,89162°E;vrh;573319;94% (224. mesto);16;8;0;11;https://www.hribi.net/gora/mali_draski_vrh/1/256
257;Križ;Slovenija;Julijske Alpe;2410;46,41006°N 13,81101°E;vrh;619512;96% (156. mesto);9;8;5;5;https://www.hribi.net/gora/kriz/1/257
258;Zgornje Kriško jezero;Slovenija;Julijske Alpe;2158;46,40847°N 13,80578°E;jezero;509832;91% (330. mesto);7;2;0;;https://www.hribi.net/gora/zgornje_krisko_jezero/1/258
259;Jezerski Stog;Slovenija;Julijske Alpe;2040;46,33838°N 13,8449°E;vrh;530398;92% (292. mesto);12;6;1;1;https://www.hribi.net/gora/jezerski_stog/1/259
260;Planina Jezerce;Slovenija;Julijske Alpe;1720;46,33733°N 13,83825°E;jezero, planina;425081;85% (580. mesto);4;2;0;;https://www.hribi.net/gora/planina_jezerce/1/260
261;Poštarski dom na Vršiču;Slovenija;Julijske Alpe;1688;46,43244°N 13,74758°E;koča;481958;89% (406. mesto);10;6;0;14;https://www.hribi.net/gora/postarski_dom_na_vrsicu/1/261
262;Tičarjev dom na Vršiču;Slovenija;Julijske Alpe;1618;46,43278°N 13,74439°E;koča;479791;89% (413. mesto);7;4;0;12;https://www.hribi.net/gora/ticarjev_dom_na_vrsicu/1/262
263;Brda;Slovenija;Julijske Alpe;2008;46,38497°N 13,92546°E;vrh;531976;93% (286. mesto);9;9;0;17;https://www.hribi.net/gora/brda/1/263
264;Polhograjska Gora (Sveti Lovrenc);Slovenija;Polhograjsko hribovje in Ljubljana;824;46,07083°N 14,29876°E;vrh, cerkev;575654;94% (215. mesto);19;9;2;4;https://www.hribi.net/gora/polhograjska_gora_sveti_lovrenc/5/264
267;Javorov vrh;Slovenija;Kamniško Savinjske Alpe;1434;46,32456°N 14,46385°E;vrh;512133;92% (325. mesto);7;7;1;10;https://www.hribi.net/gora/javorov_vrh/3/267
268;Dom Čemšenik;Slovenija;Kamniško Savinjske Alpe;835;46,31488°N 14,46799°E;koča;441479;86% (530. mesto);4;1;0;30;https://www.hribi.net/gora/dom_cemsenik/3/268
269;Mihov dom na Vršiču;Slovenija;Julijske Alpe;1085;46,44342°N 13,77177°E;koča;419841;84% (597. mesto);6;1;0;7;https://www.hribi.net/gora/mihov_dom_na_vrsicu/1/269
270;Koča na Gozdu;Slovenija;Julijske Alpe;1226;46,43964°N 13,76252°E;koča;478836;89% (415. mesto);3;1;0;2;https://www.hribi.net/gora/koca_na_gozdu/1/270
271;Ruska kapelica;Slovenija;Julijske Alpe;1130;46,44288°N 13,7679°E;cerkev;352487;78% (828. mesto);5;1;0;2;https://www.hribi.net/gora/ruska_kapelica/1/271
272;Erjavčeva koča na Vršiču;Slovenija;Julijske Alpe;1525;46,43921°N 13,74934°E;koča;506338;91% (344. mesto);8;2;0;6;https://www.hribi.net/gora/erjavceva_koca_na_vrsicu/1/272
273;Šitna glava;Slovenija;Julijske Alpe;2087;46,43914°N 13,73879°E;vrh;518343;92% (311. mesto);7;1;0;8;https://www.hribi.net/gora/sitna_glava/1/273
274;Bašeljski vrh;Slovenija;Kamniško Savinjske Alpe;1744;46,34535°N 14,41834°E;vrh;545777;93% (263. mesto);6;16;1;17;https://www.hribi.net/gora/baseljski_vrh/3/274
275;Dovška Baba;Avstrija, Slovenija;Karavanke;1891;46,48762°N 13,99389°E;vrh;765617;98% (74. mesto);15;9;1;8;https://www.hribi.net/gora/dovska_baba/11/275
276;Planina Dovška Rožca;Slovenija;Karavanke;1650;46,4827°N 13,98722°E;koča, planina;451899;87% (492. mesto);8;6;1;4;https://www.hribi.net/gora/planina_dovska_rozca/11/276
277;Srednji vrh (nad Završnico);Slovenija;Karavanke;1796;46,43064°N 14,20789°E;vrh;470423;89% (439. mesto);6;5;0;5;https://www.hribi.net/gora/srednji_vrh_nad_zavrsnico/11/277
278;Dom pri izviru Završnice;Slovenija;Karavanke;1425;46,42999°N 14,21832°E;koča, planina;579478;95% (210. mesto);16;2;1;17;https://www.hribi.net/gora/dom_pri_izviru_zavrsnice/11/278
279;Slatna;Slovenija;Julijske Alpe;2077;46,32854°N 13,80515°E;vrh;423390;85% (587. mesto);2;3;2;1;https://www.hribi.net/gora/slatna/1/279
280;Kreda;Slovenija;Julijske Alpe;2025;46,32584°N 13,81186°E;vrh;457337;88% (474. mesto);6;2;1;1;https://www.hribi.net/gora/kreda/1/280
281;Kozji vrh;Slovenija;Kamniško Savinjske Alpe;1628;46,36445°N 14,44617°E;vrh;427288;85% (570. mesto);5;1;3;2;https://www.hribi.net/gora/kozji_vrh/3/281
283;Pečovnik (kota 1668);Avstrija, Slovenija;Karavanke;1668;46,42842°N 14,44176°E;vrh;240301;68% (1240. mesto);7;2;0;;https://www.hribi.net/gora/pecovnik_kota_1668/11/283
284;Vratca;Slovenija;Kamniško Savinjske Alpe;1802;46,37036°N 14,52837°E;vrh;481658;89% (408. mesto);5;5;4;1;https://www.hribi.net/gora/vratca/3/284
285;Kotovo sedlo;Slovenija;Julijske Alpe;2134;46,4304°N 13,68128°E;sedlo;489335;90% (386. mesto);2;2;2;;https://www.hribi.net/gora/kotovo_sedlo/1/285
286;Dom v Tamarju;Slovenija;Julijske Alpe;1108;46,44605°N 13,7134°E;koča, planina, cerkev;714522;97% (96. mesto);10;3;0;22;https://www.hribi.net/gora/dom_v_tamarju/1/286
288;Vodotočno jezero (Veža);Slovenija;Kamniško Savinjske Alpe;1850;46,34689°N 14,65578°E;jezero, planina;489018;90% (388. mesto);9;4;0;;https://www.hribi.net/gora/vodotocno_jezero_veza/3/288
289;Konj;Slovenija;Kamniško Savinjske Alpe;1803;46,33081°N 14,63766°E;vrh;693485;97% (110. mesto);10;4;3;3;https://www.hribi.net/gora/konj/3/289
290;Slatnik (severozahodni vrh);Slovenija;Julijske Alpe;1609;46,23708°N 13,99341°E;vrh;469020;88% (443. mesto);9;5;0;4;https://www.hribi.net/gora/slatnik_severozahodni_vrh/1/290
291;Vrh Razora;Slovenija;Julijske Alpe;1893;46,37598°N 13,91362°E;vrh;398754;83% (669. mesto);4;3;0;;https://www.hribi.net/gora/vrh_razora/1/291
292;Planina pod Mišelj vrhom;Slovenija;Julijske Alpe;1645;46,34973°N 13,84596°E;jezero, planina;391351;82% (693. mesto);11;7;1;;https://www.hribi.net/gora/planina_pod_miselj_vrhom/1/292
293;Škrbina;Avstrija, Slovenija;Karavanke;1869;46,43787°N 14,35514°E;sedlo;381257;81% (721. mesto);3;1;0;3;https://www.hribi.net/gora/skrbina/11/293
294;Koča na planini Preval-a;Slovenija;Karavanke;1311;46,41014°N 14,2434°E;koča, planina;915624;99% (40. mesto);8;4;0;19;https://www.hribi.net/gora/koca_na_planini_preval-a/11/294
295;Veliki vrh;Slovenija;Kamniško Savinjske Alpe;1742;46,37237°N 14,4974°E;vrh;489745;90% (384. mesto);6;1;11;2;https://www.hribi.net/gora/veliki_vrh/3/295
296;Tolsta Košuta - Vzhodni vrh;Avstrija, Slovenija;Karavanke;2057;46,44703°N 14,42951°E;vrh;465878;88% (453. mesto);7;1;0;7;https://www.hribi.net/gora/tolsta_kosuta_-_vzhodni_vrh/11/296
297;Planina Zgornja Dolga njiva;Slovenija;Karavanke;1580;46,44029°N 14,43179°E;planina;369921;80% (761. mesto);2;2;0;2;https://www.hribi.net/gora/planina_zgornja_dolga_njiva/11/297
298;Planina Spodnja Dolga njiva;Slovenija;Karavanke;1400;46,43838°N 14,41601°E;koča, planina;538172;93% (276. mesto);8;4;0;5;https://www.hribi.net/gora/planina_spodnja_dolga_njiva/11/298
299;Sveta Uršula (Setnica);Slovenija;Polhograjsko hribovje in Ljubljana;700;46,07895°N 14,32481°E;cerkev;295710;73% (1038. mesto);8;2;0;2;https://www.hribi.net/gora/sveta_ursula_setnica/5/299
300;Plešivec;Avstrija, Slovenija;Karavanke;1801;46,43399°N 14,4313°E;vrh;491004;90% (379. mesto);13;3;3;1;https://www.hribi.net/gora/plesivec/11/300
301;Mala Košuta;Slovenija;Karavanke;1740;46,44293°N 14,43825°E;vrh;394649;82% (685. mesto);5;2;0;2;https://www.hribi.net/gora/mala_kosuta/11/301
302;Peč (Tromeja);Avstrija, Italija, Slovenija;Karavanke;1508;46,52283°N 13,71413°E;vrh;696897;97% (107. mesto);13;11;1;10;https://www.hribi.net/gora/pec_tromeja/11/302
303;Dom na Tromeji;Slovenija;Karavanke;1145;46,51574°N 13,71901°E;koča;492319;90% (376. mesto);4;2;0;;https://www.hribi.net/gora/dom_na_tromeji/11/303
304;Deska (Veža);Slovenija;Kamniško Savinjske Alpe;1970;46,34525°N 14,66027°E;vrh;424366;85% (583. mesto);5;4;0;;https://www.hribi.net/gora/deska_veza/3/304
305;Tolsti vrh (Veža);Slovenija;Kamniško Savinjske Alpe;1985;46,34915°N 14,66186°E;vrh;458874;88% (473. mesto);8;4;0;2;https://www.hribi.net/gora/tolsti_vrh_veza/3/305
306;Planina Podvežak;Slovenija;Kamniško Savinjske Alpe;1564;46,33742°N 14,67525°E;planina;428969;85% (564. mesto);4;2;0;2;https://www.hribi.net/gora/planina_podvezak/3/306
307;Ljubljanski grad;Slovenija;Polhograjsko hribovje in Ljubljana;376;46,04867°N 14,50841°E;vrh, koča;472306;89% (433. mesto);10;5;3;18;https://www.hribi.net/gora/ljubljanski_grad/5/307
308;Vrtaška planina;Slovenija;Julijske Alpe;1462;46,45333°N 13,9042°E;bivak, planina;433010;86% (551. mesto);13;2;0;1;https://www.hribi.net/gora/vrtaska_planina/1/308
309;Prešernova koča na Stolu;Slovenija;Karavanke;2174;46,43136°N 14,17495°E;vrh, koča;568002;94% (232. mesto);10;14;1;26;https://www.hribi.net/gora/presernova_koca_na_stolu/11/309
310;Rodica;Slovenija;Julijske Alpe;1966;46,22774°N 13,86519°E;vrh;754743;98% (80. mesto);9;10;6;12;https://www.hribi.net/gora/rodica/1/310
311;Planina Suha;Slovenija;Julijske Alpe;1385;46,24169°N 13,85591°E;planina;400055;83% (664. mesto);8;5;0;1;https://www.hribi.net/gora/planina_suha/1/311
312;Šišenski hrib (Rožnik);Slovenija;Polhograjsko hribovje in Ljubljana;429;46,06014°N 14,48803°E;vrh;445838;86% (518. mesto);3;3;2;87;https://www.hribi.net/gora/sisenski_hrib_roznik/5/312
313;Cankarjev vrh (Rožnik);Slovenija;Polhograjsko hribovje in Ljubljana;394;46,05492°N 14,47719°E;vrh, koča, cerkev;558136;94% (244. mesto);9;4;2;152;https://www.hribi.net/gora/cankarjev_vrh_roznik/5/313
314;Virnikov Grintovec;Avstrija, Slovenija;Karavanke;1654;46,41349°N 14,47887°E;vrh;606871;96% (169. mesto);15;6;2;8;https://www.hribi.net/gora/virnikov_grintovec/11/314
315;Tolsta Košuta - Zahodni vrh;Avstrija, Slovenija;Karavanke;2039;46,44618°N 14,42618°E;vrh;474770;89% (427. mesto);4;1;0;3;https://www.hribi.net/gora/tolsta_kosuta_-_zahodni_vrh/11/315
316;Vrh Korena;Slovenija;Kamniško Savinjske Alpe;1999;46,31504°N 14,5542°E;vrh;652312;97% (131. mesto);3;9;2;12;https://www.hribi.net/gora/vrh_korena/3/316
317;Planina Koren;Slovenija;Kamniško Savinjske Alpe;1675;46,30716°N 14,54786°E;planina;454776;87% (482. mesto);6;4;0;4;https://www.hribi.net/gora/planina_koren/3/317
318;Kalški greben;Slovenija;Kamniško Savinjske Alpe;2224;46,33165°N 14,5378°E;vrh;730216;98% (89. mesto);5;13;7;10;https://www.hribi.net/gora/kalski_greben/3/318
319;Kompotela;Slovenija;Kamniško Savinjske Alpe;1989;46,31522°N 14,56246°E;vrh;694782;97% (108. mesto);4;3;2;9;https://www.hribi.net/gora/kompotela/3/319
320;Mokrica;Slovenija;Kamniško Savinjske Alpe;1853;46,31567°N 14,57027°E;vrh;477213;89% (417. mesto);3;4;2;2;https://www.hribi.net/gora/mokrica/3/320
321;Visoka Vrbanova špica;Slovenija;Julijske Alpe;2408;46,39132°N 13,86163°E;vrh;599022;95% (179. mesto);11;7;2;5;https://www.hribi.net/gora/visoka_vrbanova_spica/1/321
322;Koča na Ljubelju;Slovenija;Karavanke;1370;46,43891°N 14,26649°E;koča, sedlo;576867;94% (213. mesto);20;3;1;81;https://www.hribi.net/gora/koca_na_ljubelju/11/322
323;Ogradi;Slovenija;Julijske Alpe;2087;46,33469°N 13,83342°E;vrh;542317;93% (270. mesto);10;3;0;2;https://www.hribi.net/gora/ogradi/1/323
324;Kapelica na Molički planini (Kocbekovo zavetišče pod Ojstrico);Slovenija;Kamniško Savinjske Alpe;1780;46,36015°N 14,65553°E;koča, planina, sedlo, cerkev;604449;95% (173. mesto);22;7;0;1;https://www.hribi.net/gora/kapelica_na_molicki_planini_kocbekovo_zavetisce_pod_ojstrico/3/324
