gora_id;pot_id;izhodisce;sirina_dolzina;cilj;ime_poti;cas_hoje;dolzina_km;zahtevnost;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev;povezava
529;905;Kozarnice (1068 m);45,96940°N 13,85820°E;Srednji Golak (1480 m);čez Mali Golak;1 h 50 min;3,23 km;lahka označena pot;;412;550;Goriška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;11787;49;0;https://www.hribi.net/izlet/kozarnice_srednji_golak_cez_mali_golak/26/529/905
529;2855;Škrbina (1227 m);45,98630°N 13,88710°E;Srednji Golak (1480 m);;1 h 15 min;3,24 km;lahka označena pot;;253;265;Goriška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;5671;28;5;https://www.hribi.net/izlet/skrbina_srednji_golak/26/529/2855
530;908;Gabrje (500 m);46,14770°N 14,77300°E;Limbarska gora (773 m);peš pot;45 min;;lahka označena pot;;273;273;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 40.614;40614;29;7;https://www.hribi.net/izlet/gabrje_limbarska_gora_pes_pot/25/530/908
530;907;Krašnja (363 m);46,16705°N 14,74278°E;Limbarska gora (773 m);;1 h 15 min;;lahka označena pot;;410;410;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 30.555;30555;30;13;https://www.hribi.net/izlet/krasnja_limbarska_gora/25/530/907
530;2945;Blagovica (412 m);46,17500°N 14,80340°E;Limbarska gora (773 m);;1 h 30 min;;lahka označena pot;;361;425;Posavsko hribovje - zahodni del 1:50.000;Priporočena oprema (zima):;Ogledov: 20.669;20669;54;5;https://www.hribi.net/izlet/blagovica_limbarska_gora/25/530/2945
530;7149;Gradiško jezero (355 m);46,16210°N 14,70800°E;Limbarska gora (773 m);;1 h 55 min;;lahka označena pot;;418;460;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 19.860;19860;37;5;https://www.hribi.net/izlet/gradisko_jezero_limbarska_gora/25/530/7149
530;910;Moravče (379 m);46,13570°N 14,74460°E;Limbarska gora (773 m);skozi Gabrje;1 h 35 min;;lahka označena pot;;394;415;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 18.951;18951;49;0;https://www.hribi.net/izlet/moravce_limbarska_gora_skozi_gabrje/25/530/910
530;909;Moravče (379 m);46,13570°N 14,74460°E;Limbarska gora (773 m);skozi Serjuče;1 h 25 min;;lahka označena pot;;394;410;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 14.856;14856;51;0;https://www.hribi.net/izlet/moravce_limbarska_gora_skozi_serjuce/25/530/909
530;3592;Zavrh pri Trojanah (609 m);46,18380°N 14,87180°E;Limbarska gora (773 m);čez Golčaj;3 h 30 min;;lahka označena pot;;164;500;Posavsko hribovje - zahodni del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;8719;95;2;https://www.hribi.net/izlet/zavrh_pri_trojanah_limbarska_gora_cez_golcaj/25/530/3592
530;7621;Peče (453 m);46,14810°N 14,81020°E;Limbarska gora (773 m);;1 h 55 min;;lahka neoznačena steza, lahka označena pot;;320;450;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 1.470;1470;45;0;https://www.hribi.net/izlet/pece_limbarska_gora/25/530/7621
530;7619;Kandrše (Trata) (473 m);46,13310°N 14,83950°E;Limbarska gora (773 m);;3 h 15 min;;lahka označena pot;;300;500;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 1.410;1410;69;0;https://www.hribi.net/izlet/kandrse_trata_limbarska_gora/25/530/7619
531;911;Rudno polje (1340 m);46,34580°N 13,92360°E;Srednji Selišnik (1890 m);snežni pristop;2 h 15 min;;lahko brezpotje;;550;550;Triglav 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;6593;15;2;https://www.hribi.net/izlet/rudno_polje_srednji_selisnik_snezni_pristop/1/531/911
532;912;Koča pri Savici (653 m);46,28960°N 13,80220°E;Slap Savica (794 m);;20 min;;lahka označena pot;;141;141;Triglav 1:25.000;čelada;čelada;45642;8;18;https://www.hribi.net/izlet/koca_pri_savici_slap_savica/1/532/912
533;2473;Petačev graben (460 m);46,09230°N 14,28870°E;Sveta Jedert (750 m);;1 h;2,62 km;lahka označena pot;;290;300;Ljubljana - okolica 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;9491;27;2;https://www.hribi.net/izlet/petacev_graben_sveta_jedert/5/533/2473
533;913;Selo nad Polhovim Gradcem (710 m);46,10170°N 14,29600°E;Sveta Jedert (750 m);;10 min;0,57 km;lahka označena pot;;40;40;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 5.626;5626;7;0;https://www.hribi.net/izlet/selo_nad_polhovim_gradcem_sveta_jedert/5/533/913
534;2261;Sv. Andrej (610 m);46,13730°N 14,30340°E;Sveti Ožbolt (nad Zmincem) (859 m);;1 h;3,03 km;lahka označena pot;;249;249;Škofjeloško in Cerkljansko hribovje, Kod-Kam, Izletniška karta, 1:50.000;Priporočena oprema (zima):;Avtor: Kriška;26673;19;1;https://www.hribi.net/izlet/sv_andrej_sveti_ozbolt_nad_zmincem/5/534/2261
534;914;Selo nad Polhovim Gradcem (710 m);46,10170°N 14,29600°E;Sveti Ožbolt (nad Zmincem) (859 m);po cesti;1 h 15 min;3,40 km;lahka označena pot;;149;200;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 11.060;11060;9;1;https://www.hribi.net/izlet/selo_nad_polhovim_gradcem_sveti_ozbolt_nad_zmincem_po_cesti/5/534/914
534;7541;Puštal (Na Dobravi) (355 m);46,15700°N 14,31270°E;Sveti Ožbolt (nad Zmincem) (859 m);;2 h 15 min;5,88 km;lahka označena pot;;504;535;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3840;49;1;https://www.hribi.net/izlet/pustal_na_dobravi_sveti_ozbolt_nad_zmincem/5/534/7541
534;7543;Sveta Barbara (Nova Hrastnica) (395 m);46,13580°N 14,30950°E;Sveti Ožbolt (nad Zmincem) (859 m);;1 h 40 min;3,97 km;lahka neoznačena steza;;464;485;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1460;42;0;https://www.hribi.net/izlet/sveta_barbara_nova_hrastnica_sveti_ozbolt_nad_zmincem/5/534/7543
535;915;Selo nad Polhovim Gradcem (710 m);46,10170°N 14,29600°E;Mlaka (914 m);;1 h 10 min;3,53 km;lahka označena pot;;204;270;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 8.516;8516;28;0;https://www.hribi.net/izlet/selo_nad_polhovim_gradcem_mlaka/5/535/915
535;916;Prosen (780 m);46,09980°N 14,25080°E;Mlaka (914 m);;20 min;1,06 km;lahka označena pot;;134;134;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 3.821;3821;5;0;https://www.hribi.net/izlet/prosen_mlaka/5/535/916
539;921;Brezje pri Tržiču (677 m);46,35890°N 14,27870°E;Vaško (1046 m);;55 min;;lahka neoznačena steza;;369;369;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 5.064;5064;13;0;https://www.hribi.net/izlet/brezje_pri_trzicu_vasko/3/539/921
539;7799;Brezje pri Tržiču (677 m);46,35922°N 14,27532°E;Vaško (1046 m);vzhodna pot;1 h 5 min;;lahka neoznačena steza;;369;369;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;503;28;0;https://www.hribi.net/izlet/brezje_pri_trzicu_vasko_vzhodna_pot/3/539/7799
539;7800;Vodohran Žegnani studenec (638 m);46,36230°N 14,28400°E;Vaško (1046 m);;1 h 5 min;;lahka neoznačena steza;;408;408;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;484;28;0;https://www.hribi.net/izlet/vodohran_zegnani_studenec_vasko/3/539/7800
540;922;Šport hotel (1280 m);46,33820°N 13,96160°E;Planina Zajavornik (1292 m);;40 min;;lahka označena pot;;12;50;TNP 1 : 50.000;Priporočena oprema (zima):;Ogledov: 31.023;31023;16;9;https://www.hribi.net/izlet/sport_hotel_planina_zajavornik/1/540/922
541;926;Solkan (100 m);45,97510°N 13,64840°E;Sabotin (609 m);južna pot;1 h 30 min;;lahka označena pot;;509;509;Goriška 1:50.000;Priporočena oprema (zima):;Ogledov: 84.342;84342;13;17;https://www.hribi.net/izlet/solkan_sabotin_juzna_pot/26/541/926
541;945;Solkan (100 m);45,97510°N 13,64840°E;Sabotin (609 m);severna pot;2 h;;delno zahtevna označena pot;;509;509;Goriška 1:50.000;čelada, svetilka;čelada, svetilka;69727;21;28;https://www.hribi.net/izlet/solkan_sabotin_severna_pot/26/541/945
541;4341;Za koridorjem (200 m);45,98470°N 13,62290°E;Sabotin (609 m);direktna pot;1 h;;lahka označena pot;;409;409;Goriška - izletniška karta 1:50.000;Priporočena oprema (zima):;Avtor: SuzanaM;30343;61;1;https://www.hribi.net/izlet/za_koridorjem_sabotin_direktna_pot/26/541/4341
541;4343;Za koridorjem (200 m);45,98470°N 13,62290°E;Sabotin (609 m);po grebenu;1 h 15 min;;lahka označena pot;;409;409;Goriška - izletniška karta 1:50.000;Priporočena oprema (zima):;Avtor: SuzanaM;19363;42;1;https://www.hribi.net/izlet/za_koridorjem_sabotin_po_grebenu/26/541/4343
541;5299;Podsabotin (136 m);;Sabotin (609 m);;2 h;;lahka označena pot;;473;473;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: SuzanaM;17955;116;0;https://www.hribi.net/izlet/podsabotin_sabotin/26/541/5299
542;927;Ljubelj (1058 m);46,43240°N 14,26020°E;Na Možeh (1784 m);;2 h 15 min;;zahtevno brezpotje;;726;726;Karavanke - osrednji del 1:50.000;čelada;čelada, cepin, dereze;13581;16;0;https://www.hribi.net/izlet/ljubelj_na_mozeh/11/542/927
543;1370;Zgornje Poljčane (360 m);46,29710°N 15,58340°E;Boč (978 m);čez Babo;1 h 55 min;;lahka označena pot;;618;625;Posavsko hribovje (Boč - Bohor) 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;116232;43;10;https://www.hribi.net/izlet/zgornje_poljcane_boc_cez_babo/11/543/1370
543;1371;Zgornje Poljčane (360 m);46,29710°N 15,58340°E;Boč (978 m);čez Balunjačo;1 h 45 min;;delno zahtevna označena pot;;618;620;Posavsko hribovje (Boč - Bohor) 1:50.000;čelada;čelada, cepin, dereze;101682;42;43;https://www.hribi.net/izlet/zgornje_poljcane_boc_cez_balunjaco/11/543/1371
543;5295;Zgornje Poljčane (360 m);46,29710°N 15,58340°E;Boč (978 m);mimo Doma na Boču in po plezalni poti;1 h 45 min;;zelo zahtevna označena pot;C/D;618;618;Posavsko hribovje – Boč – Bohor – 1 : 50 000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;51175;27;21;https://www.hribi.net/izlet/zgornje_poljcane_boc_mimo_doma_na_bocu_in_po_plezalni_poti/11/543/5295
543;4763;Zgornji Gabernik (301 m);46,27150°N 15,57350°E;Boč (978 m);čez Galke in Balunjačo - krožna pot;3 h 30 min;;delno zahtevna označena pot;;677;699;Posavsko hribovje Boč - Bohor 1:50.000;čelada;čelada, cepin, dereze;23631;77;16;https://www.hribi.net/izlet/zgornji_gabernik_boc_cez_galke_in_balunjaco_-_krozna_pot/11/543/4763
543;8952;Dom na Boču (658 m);46,28343°N 15,59330°E;Boč (978 m);po Senčni poti;1 h;;lahka označena pot;;320;320;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;13430;21;4;https://www.hribi.net/izlet/dom_na_bocu_boc_po_sencni_poti/11/543/8952
543;4896;Studenice (260 m);46,29990°N 15,61380°E;Boč (978 m);po cesti;2 h;;lahka označena pot;;718;750;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;13229;32;11;https://www.hribi.net/izlet/studenice_boc_po_cesti/11/543/4896
543;5167;Zgornje Poljčane (360 m);46,29710°N 15,58340°E;Boč (978 m);po cesti in Senčni poti;1 h 50 min;;lahka označena pot;;618;660;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;10722;32;0;https://www.hribi.net/izlet/zgornje_poljcane_boc_po_cesti_in_sencni_poti/11/543/5167
543;7339;Zgornja Kostrivnica (297 m);46,26147°N 15,59192°E;Boč (978 m);mimo Koče Velikonočnice;2 h;;lahka označena pot;;681;700;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: edelweiss96;9470;39;0;https://www.hribi.net/izlet/zgornja_kostrivnica_boc_mimo_koce_velikonocnice/11/543/7339
543;7338;Zgornja Kostrivnica (297 m);46,26147°N 15,59192°E;Boč (978 m);;2 h;;lahka označena pot;;681;700;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;7220;44;0;https://www.hribi.net/izlet/zgornja_kostrivnica_boc/11/543/7338
543;5097;Zgornje Poljčane (270 m);;Boč (978 m);po cesti;2 h 15 min;;lahka označena pot;;708;750;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;6597;46;0;https://www.hribi.net/izlet/zgornje_poljcane_boc_po_cesti/11/543/5097
543;8686;Makole (255 m);46,31815°N 15,66701°E;Boč (978 m);senčna pot;3 h 30 min;;lahka označena pot;;723;755;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1370;71;0;https://www.hribi.net/izlet/makole_boc_sencna_pot/11/543/8686
543;8691;Makole (255 m);46,31815°N 15,66701°E;Boč (978 m);čez Balunjačo;3 h 45 min;;delno zahtevna označena pot;;723;765;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze;811;83;0;https://www.hribi.net/izlet/makole_boc_cez_balunjaco/11/543/8691
543;8961;Cerovec pod Bočem (275 m);46,24798°N 15,64607°E;Boč (978 m);čez Balunjačo;3 h 30 min;;delno zahtevna označena pot;;703;865;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze;762;97;0;https://www.hribi.net/izlet/cerovec_pod_bocem_boc_cez_balunjaco/11/543/8961
543;8960;Cerovec pod Bočem (275 m);46,24798°N 15,64607°E;Boč (978 m);senčna pot;3 h 15 min;;lahka označena pot;;703;855;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;700;85;0;https://www.hribi.net/izlet/cerovec_pod_bocem_boc_sencna_pot/11/543/8960
543;9638;Okrepčevalnica Zelena dolina (360 m);46,27435°N 15,69302°E;Boč (978 m);čez Balunjačo;3 h 40 min;;delno zahtevna označena pot;;618;860;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze;345;94;0;https://www.hribi.net/izlet/okrepcevalnica_zelena_dolina_boc_cez_balunjaco/11/543/9638
543;9647;Brzika (380 m);46,26720°N 15,71248°E;Boč (978 m);čez Balunjačo;4 h 10 min;;delno zahtevna označena pot;;598;895;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze;324;103;0;https://www.hribi.net/izlet/brzika_boc_cez_balunjaco/11/543/9647
543;9648;Brzika (380 m);46,26720°N 15,71248°E;Boč (978 m);senčna pot;4 h 10 min;;lahka označena pot;;598;885;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;308;91;0;https://www.hribi.net/izlet/brzika_boc_sencna_pot/11/543/9648
543;9637;Okrepčevalnica Zelena dolina (360 m);46,27435°N 15,69302°E;Boč (978 m);senčna pot;3 h 40 min;;lahka označena pot;;618;850;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;294;82;0;https://www.hribi.net/izlet/okrepcevalnica_zelena_dolina_boc_sencna_pot/11/543/9637
543;10863;Zgornje Poljčane (360 m);46,29710°N 15,58340°E;Boč (978 m);;1 h 45 min;;delno zahtevna označena pot;;618;618;Posavsko hribovje (Boč - Bohor) 1:50.000;čelada;čelada, cepin, dereze;246;34;0;https://www.hribi.net/izlet/zgornje_poljcane_boc/11/543/10863
543;10870;Pečica (371 m);46,27359°N 15,55892°E;Boč (978 m);;2 h 30 min;;lahka označena pot;;607;660;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;216;57;0;https://www.hribi.net/izlet/pecica_boc/11/543/10870
543;10869;Pečica (371 m);46,27359°N 15,55892°E;Boč (978 m);čez Balunjačo;2 h 30 min;;delno zahtevna označena pot;;607;660;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze;150;65;0;https://www.hribi.net/izlet/pecica_boc_cez_balunjaco/11/543/10869
543;10871;Pečica (371 m);46,27359°N 15,55892°E;Boč (978 m);Senčna pot;2 h 30 min;;lahka označena pot;;607;660;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;141;54;0;https://www.hribi.net/izlet/pecica_boc_sencna_pot/11/543/10871
544;929;Stahovica (430 m);46,26750°N 14,60323°E;Sveti Primož nad Kamnikom (826 m);po cesti;1 h 10 min;;lahka označena pot;;396;396;Kamniške in  Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;98877;30;23;https://www.hribi.net/izlet/stahovica_sveti_primoz_nad_kamnikom_po_cesti/3/544/929
545;935;Lokve (1060 m);46,01600°N 13,80500°E;Poldanovec (1299 m);;1 h 30 min;4,36 km;lahka označena pot;;239;350;Goriška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;35486;21;9;https://www.hribi.net/izlet/lokve_poldanovec/26/545/935
545;3172;Dom na Lazni (951 m);46,03870°N 13,80570°E;Poldanovec (1299 m);;2 h;5,68 km;delno zahtevna označena pot;;348;450;Goriška - izletniška karta 1:50.000;čelada;čelada, cepin, dereze;15913;47;1;https://www.hribi.net/izlet/dom_na_lazni_poldanovec/26/545/3172
545;8384;Gorenja Trebuša (329 m);46,02602°N 13,83256°E;Poldanovec (1299 m);Poldanovška grapa;3 h;;zahtevna označena pot;;970;1000;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze, svetilka;5120;26;2;https://www.hribi.net/izlet/gorenja_trebusa_poldanovec_poldanovska_grapa/26/545/8384
546;936;Hotavlje (409 m);46,10720°N 14,11760°E;Dom na Slajki (789 m);;1 h 15 min;2,22 km;lahka označena pot;;380;380;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 17.601;17601;29;3;https://www.hribi.net/izlet/hotavlje_dom_na_slajki/21/546/936
546;937;Hotavlje (409 m);46,10720°N 14,11760°E;Dom na Slajki (789 m);po cesti;1 h 15 min;3,93 km;lahka označena pot;;380;380;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 6.087;6087;26;1;https://www.hribi.net/izlet/hotavlje_dom_na_slajki_po_cesti/21/546/937
546;8024;Hotavlje (409 m);46,10720°N 14,11760°E;Dom na Slajki (789 m);čez Belo;1 h 30 min;3,96 km;lahka neoznačena steza;;380;400;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;825;33;0;https://www.hribi.net/izlet/hotavlje_dom_na_slajki_cez_belo/21/546/8024
546;8028;Podgora (425 m);46,10218°N 14,11105°E;Dom na Slajki (789 m);;1 h 25 min;3,65 km;lahka neoznačena steza;;364;385;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;589;27;0;https://www.hribi.net/izlet/podgora_dom_na_slajki/21/546/8028
547;1908;Sovodenj (592 m);46,08500°N 14,03860°E;Koča na Ermanovcu (968 m);skozi Miklavževo grapo;1 h 20 min;4,22 km;lahka označena pot;;376;376;Škofjeloško in Cerljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;15257;22;5;https://www.hribi.net/izlet/sovodenj_koca_na_ermanovcu_skozi_miklavzevo_grapo/21/547/1908
547;1907;Sovodenj (592 m);46,08500°N 14,03860°E;Koča na Ermanovcu (968 m);razgledna pot;1 h 40 min;5,82 km;lahka označena pot;;376;400;Škofjeloško in Cerljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 12.294;12294;28;1;https://www.hribi.net/izlet/sovodenj_koca_na_ermanovcu_razgledna_pot/21/547/1907
547;938;Hotavlje (409 m);46,10720°N 14,11760°E;Koča na Ermanovcu (968 m);čez Slajko;2 h 45 min;7,33 km;lahka označena pot;;559;600;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;7194;65;0;https://www.hribi.net/izlet/hotavlje_koca_na_ermanovcu_cez_slajko/21/547/938
547;3033;Kopačnica (499 m);46,12380°N 14,07450°E;Koča na Ermanovcu (968 m);;1 h 20 min;4,20 km;lahka označena pot;;469;469;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 5.645;5645;34;0;https://www.hribi.net/izlet/kopacnica_koca_na_ermanovcu/21/547/3033
547;939;Hotavlje (409 m);46,10720°N 14,11760°E;Koča na Ermanovcu (968 m);po cesti;2 h 10 min;7,90 km;lahka označena pot;;559;600;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 5.334;5334;48;2;https://www.hribi.net/izlet/hotavlje_koca_na_ermanovcu_po_cesti/21/547/939
547;4412;Trebija (443 m);46,09719°N 14,10159°E;Koča na Ermanovcu (968 m);čez Ermanovec;2 h 15 min;6,44 km;lahka označena pot;;525;603;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Avtor: Darxta;3352;50;0;https://www.hribi.net/izlet/trebija_koca_na_ermanovcu_cez_ermanovec/21/547/4412
547;5801;Podlanišče (787 m);46,11040°N 14,01330°E;Koča na Ermanovcu (968 m);;1 h 15 min;3,51 km;lahka označena pot;;181;200;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 2.230;2230;32;0;https://www.hribi.net/izlet/podlanisce_koca_na_ermanovcu/21/547/5801
547;5808;Cerkno (324 m);46,12880°N 13,98960°E;Koča na Ermanovcu (968 m);skozi Planino pri Cerknem;2 h 40 min;6,94 km;lahka označena pot;;644;690;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 1.910;1910;80;0;https://www.hribi.net/izlet/cerkno_koca_na_ermanovcu_skozi_planino_pri_cerknem/21/547/5808
547;5799;Sovodenj (592 m);46,08500°N 14,03860°E;Koča na Ermanovcu (968 m);po cesti;1 h 30 min;5,33 km;lahka označena pot;;376;385;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 1.330;1330;22;0;https://www.hribi.net/izlet/sovodenj_koca_na_ermanovcu_po_cesti/21/547/5799
547;5805;Cerkno (324 m);46,12610°N 13,98390°E;Koča na Ermanovcu (968 m);čez Kladje;2 h 35 min;7,29 km;lahka označena pot;;644;665;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 1.100;1100;64;0;https://www.hribi.net/izlet/cerkno_koca_na_ermanovcu_cez_kladje/21/547/5805
