gora_id;pot_id;izhodisce;sirina_dolzina;cilj;ime_poti;cas_hoje;dolzina_km;zahtevnost;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev;povezava
3090;7324;Škofja Loka (364 m);46,17300°N 14,29510°E;Vrh soteske (Križna gora) (735 m);;1 h 25 min;;lahka neoznačena steza;;371;380;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;2330;35;0;https://www.hribi.net/izlet/skofja_loka_vrh_soteske_krizna_gora/21/3090/7324
3090;7326;Vešter (372 m);46,17480°N 14,28930°E;Vrh soteske (Križna gora) (735 m);;1 h 15 min;;lahka neoznačena steza;;363;370;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;710;27;0;https://www.hribi.net/izlet/vester_vrh_soteske_krizna_gora/21/3090/7326
3091;7329;Javorje (698 m);46,15850°N 14,17740°E;Sveti Brikcij (Četena Ravan) (920 m);;40 min;1,88 km;lahka označena pot;;222;222;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 954;954;23;0;https://www.hribi.net/izlet/javorje_sveti_brikcij_cetena_ravan/21/3091/7329
3092;7341;Jablance (500 m);46,04670°N 15,44540°E;Grmada (Bohor) (890 m);;1 h 20 min;3,30 km;lahka označena pot;;390;390;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1590;8;0;https://www.hribi.net/izlet/jablance_grmada_bohor/25/3092/7341
3093;7343;Radlje ob Dravi (370 m);46,61640°N 15,21080°E;Stari grad nad Radljami ob Dravi (Mahrenberg) (576 m);;40 min;1,40 km;lahka označena pot;;206;215;Pohorje - izletniška karta 1:50.000;Priporočena oprema (zima): dereze;dereze;5456;24;2;https://www.hribi.net/izlet/radlje_ob_dravi_stari_grad_nad_radljami_ob_dravi_mahrenberg/162/3093/7343
3094;7342;Bidrovec (262 m);;Planinski dom Gorščica (696 m);pot 24;1 h 15 min;;lahka označena pot;;434;464;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Marx;726;33;1;https://www.hribi.net/izlet/bidrovec_planinski_dom_gorscica_pot_24/61/3094/7342
3094;7806;Bidrovec (262 m);;Planinski dom Gorščica (696 m);grebenska pot;2 h;;zahtevna neoznačena steza;;434;612;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;505;62;0;https://www.hribi.net/izlet/bidrovec_planinski_dom_gorscica_grebenska_pot/61/3094/7806
3094;7346;Bidrovec (262 m);;Planinski dom Gorščica (696 m);pot 25;1 h 15 min;;lahka označena pot;;434;434;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Marx;225;33;0;https://www.hribi.net/izlet/bidrovec_planinski_dom_gorscica_pot_25/61/3094/7346
3095;7353;Radeljski prelaz (674 m);46,64470°N 15,20620°E;Sv. Anton na MP Radelj / St. Anton am Radlpaß (720 m);;30 min;2,14 km;lahka označena pot;;46;75;Pohorje - izletniška karta 1:50.000;Priporočena oprema (zima): dereze;dereze;567;27;0;https://www.hribi.net/izlet/radeljski_prelaz_sv_anton_na_mp_radelj___st_anton_am_radlpass/28/3095/7353
3095;7345;Radlje ob Dravi (370 m);46,61640°N 15,21080°E;Sv. Anton na MP Radelj / St. Anton am Radlpaß (720 m);mimo starega gradu;2 h 15 min;8,65 km;lahka označena pot;;350;400;Pohorje - izletniška karta 1:50.000;Priporočena oprema (zima): dereze;dereze;356;74;0;https://www.hribi.net/izlet/radlje_ob_dravi_sv_anton_na_mp_radelj___st_anton_am_radlpass_mimo_starega_gradu/28/3095/7345
3096;7357;Dravograd (na Meži) (363 m);46,58530°N 15,02640°E;Lovski dom LD Gradišče (880 m);;4 h 10 min;12,64 km;lahka označena pot;;517;800;Koroška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;449;81;0;https://www.hribi.net/izlet/dravograd_na_mezi_lovski_dom_ld_gradisce/4/3096/7357
3097;7355;Dravograd (na Meži) (363 m);46,58530°N 15,02640°E;Skala (nad Dravogradom) (525 m);;25 min;0,94 km;lahka označena pot;;162;162;Koroška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2290;13;0;https://www.hribi.net/izlet/dravograd_na_mezi_skala_nad_dravogradom/4/3097/7355
3098;7360;Dravograd (na Meži) (363 m);46,58530°N 15,02640°E;Golarjev vrh (843 m);;1 h 50 min;5,38 km;lahka označena pot;;480;600;Koroška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1690;45;0;https://www.hribi.net/izlet/dravograd_na_mezi_golarjev_vrh/4/3098/7360
3099;7361;Dravograd (na Meži) (363 m);46,58530°N 15,02640°E;Anski vrh (nad Pamečami) (756 m);;3 h;8,91 km;lahka označena pot;;393;600;Koroška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;793;67;0;https://www.hribi.net/izlet/dravograd_na_mezi_anski_vrh_nad_pamecami/4/3099/7361
3100;7363;RC Korant (375 m);46,09596°N 14,64020°E;Ajdovščina nad Ihanom (495 m);po vlaki;25 min;;lahka neoznačena steza;;120;120;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Grive;3770;9;1;https://www.hribi.net/izlet/rc_korant_ajdovscina_nad_ihanom_po_vlaki/25/3100/7363
3101;7375;Strada di Foredor (968 m);46,28275°N 13,17282°E;Malga Cuarnan (1070 m);;15 min;;lahka označena pot;;102;102;020 Tabacco - Prealpi del Gemonese;Priporočena oprema (zima):;Avtor: Pi_is_exactly_3;489;6;0;https://www.hribi.net/izlet/strada_di_foredor_malga_cuarnan/1/3101/7375
3102;7364;Krnica (most čez Radovno) (620 m);46,37840°N 14,05430°E;Izvir Lipnika (660 m);;50 min;;lahka označena pot;;40;45;TNP 1:50.000;Priporočena oprema (zima):;Ogledov: 1.520;1520;22;0;https://www.hribi.net/izlet/krnica_most_cez_radovno_izvir_lipnika/1/3102/7364
3103;7365;Krnica (most čez Radovno) (620 m);46,37840°N 14,05430°E;Jezerce v dolini Radovne (657 m);;1 h 30 min;;lahka neoznačena steza;;37;60;TNP 1:50.000;Priporočena oprema (zima):;Ogledov: 3.170;3170;37;1;https://www.hribi.net/izlet/krnica_most_cez_radovno_jezerce_v_dolini_radovne/1/3103/7365
3104;7366;Krnica (most čez Radovno) (620 m);46,37840°N 14,05430°E;Jezero Kreda v dolini Radovne (674 m);;3 h;;lahka neoznačena steza;;54;125;TNP 1:50.000;Priporočena oprema (zima):;Ogledov: 5.981;5981;88;0;https://www.hribi.net/izlet/krnica_most_cez_radovno_jezero_kreda_v_dolini_radovne/1/3104/7366
3105;7377;Poljana (Završnica) (640 m);46,40719°N 14,14642°E;Jezero Završnica (630 m);krožna pot po trim stezi;25 min;;lahka označena pot;;;35;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 6.200;6200;36;0;https://www.hribi.net/izlet/poljana_zavrsnica_jezero_zavrsnica_krozna_pot_po_trim_stezi/11/3105/7377
3106;7374;Bordano (230 m);46,31659°N 13,10030°E;Monte San Simeone (1505 m);;3 h 45 min;;lahka označena pot;;1275;1280;Tabacco 13 / 20, 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2110;40;0;https://www.hribi.net/izlet/bordano_monte_san_simeone/27/3106/7374
3107;7383;Spodnja Lipnica (Kolnica) (490 m);46,32060°N 14,16290°E;Razpok (1002 m);;1 h 30 min;2,17 km;lahka označena pot;;512;512;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1300;24;0;https://www.hribi.net/izlet/spodnja_lipnica_kolnica_razpok/21/3107/7383
3107;7380;Kropa (Slovenska peč) (576 m);46,28690°N 14,19690°E;Razpok (1002 m);zgoraj po cesti;2 h 45 min;7,15 km;lahka označena pot, lahka neoznačena steza;;426;550;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;632;43;0;https://www.hribi.net/izlet/kropa_slovenska_pec_razpok_zgoraj_po_cesti/21/3107/7380
3107;7388;Planinski dom Goška Ravan (933 m);46,31670°N 14,13370°E;Razpok (1002 m);po cesti;45 min;2,63 km;lahka označena pot;;69;85;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 526;526;18;0;https://www.hribi.net/izlet/planinski_dom_goska_ravan_razpok_po_cesti/21/3107/7388
3107;7492;Kamna Gorica (459 m);46,31670°N 14,18890°E;Razpok (1002 m);;2 h;;lahka neoznačena steza;;543;555;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;512;37;0;https://www.hribi.net/izlet/kamna_gorica_razpok/21/3107/7492
3107;7504;Kropa (Srednji Konec) (530 m);46,29050°N 14,20190°E;Razpok (1002 m);čez Vreteno in zgoraj po cesti;2 h 45 min;7,13 km;delno zahtevna označena pot, lahka neoznačena steza;;472;600;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;370;52;0;https://www.hribi.net/izlet/kropa_srednji_konec_razpok_cez_vreteno_in_zgoraj_po_cesti/21/3107/7504
3108;7384;Spodnja Lipnica (Kolnica) (490 m);46,32060°N 14,16290°E;Ažmanov rovt (960 m);zgoraj po cesti;2 h;4,47 km;lahka označena pot;;470;520;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;655;33;0;https://www.hribi.net/izlet/spodnja_lipnica_kolnica_azmanov_rovt_zgoraj_po_cesti/21/3108/7384
3108;7387;Planinski dom Goška Ravan (933 m);46,31670°N 14,13370°E;Ažmanov rovt (960 m);po cesti;12 min;0,37 km;lahka označena pot;;27;35;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 453;453;9;0;https://www.hribi.net/izlet/planinski_dom_goska_ravan_azmanov_rovt_po_cesti/21/3108/7387
3108;7500;Kamna Gorica (459 m);46,31670°N 14,18890°E;Ažmanov rovt (960 m);;2 h 30 min;;lahka neoznačena steza;;501;565;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;409;46;0;https://www.hribi.net/izlet/kamna_gorica_azmanov_rovt/21/3108/7500
3108;7382;Kropa (Slovenska peč) (576 m);46,28690°N 14,19690°E;Ažmanov rovt (960 m);zgoraj po cesti;3 h 15 min;9,46 km;lahka označena pot, lahka neoznačena steza;;384;560;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;298;52;0;https://www.hribi.net/izlet/kropa_slovenska_pec_azmanov_rovt_zgoraj_po_cesti/21/3108/7382
3108;7505;Kropa (Srednji Konec) (530 m);46,29050°N 14,20190°E;Ažmanov rovt (960 m);čez Vreteno in zgoraj po cesti;3 h 15 min;9,44 km;delno zahtevna označena pot, lahka neoznačena steza;;430;610;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;286;61;0;https://www.hribi.net/izlet/kropa_srednji_konec_azmanov_rovt_cez_vreteno_in_zgoraj_po_cesti/21/3108/7505
3110;7403;Cruzloma (3940 m);-0,18686°N -78,53727°E;Rucu Pichincha (4698 m);TelefériQo;3 h 15 min;;zahtevna označena pot;;758;790;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Pi_is_exactly_3;1370;47;0;https://www.hribi.net/izlet/cruzloma_rucu_pichincha_teleferiqo_/158/3110/7403
3111;7405;Bele vode / Rio Bianco (989 m);46,40960°N 13,53570°E;Rifugio Brunner (1432 m);;1 h 15 min;2,04 km;lahka označena pot;;443;443;Julijske Alpe - zahodni del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2700;23;0;https://www.hribi.net/izlet/bele_vode___rio_bianco_rifugio_brunner/1/3111/7405
3112;7410;Zadraga (469 m);46,31300°N 14,29420°E;Kriva jelka (528 m);;1 h;;lahka označena pot;;59;90;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 2.020;2020;32;0;https://www.hribi.net/izlet/zadraga_kriva_jelka/3/3112/7410
3112;7411;Spodnje Duplje (444 m);46,29960°N 14,29700°E;Kriva jelka (528 m);;40 min;;lahka neoznačena steza;;84;100;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 1.370;1370;26;0;https://www.hribi.net/izlet/spodnje_duplje_kriva_jelka/3/3112/7411
3113;7409;Turistična kmetija Trnovc (412 m);46,30318°N 14,28652°E;Turistična kmetija Trnovc (412 m);učna pot Kriva jelka;3 h;;lahka označena pot;;0;150;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 961;961;78;0;https://www.hribi.net/izlet/turisticna_kmetija_trnovc_turisticna_kmetija_trnovc_ucna_pot_kriva_jelka/3/3113/7409
3114;7412;Kaning (Türkhaus) (930 m);46,82020°N 13,70750°E;Predigerstuhl (2170 m);mimo Erlacher Bockhütte;4 h 15 min;;lahka označena pot;;1240;1240;Priporočena oprema (poletje):;Priporočena oprema (zima): čelada, cepin, dereze;čelada, cepin, dereze;601;50;1;https://www.hribi.net/izlet/kaning_turkhaus_predigerstuhl_mimo_erlacher_bockhutte/29/3114/7412
3115;7416;Strunjan (2 m);45,53210°N 13,60380°E;Strunjanske soline (2 m);krožna učna pot Strunjan v podobah morja;1 h 30 min;;lahka označena pot;;0;100;Primorje in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 7.150;7150;61;0;https://www.hribi.net/izlet/strunjan_strunjanske_soline_krozna_ucna_pot_strunjan_v_podobah_morja/26/3115/7416
3115;7414;Izola (Jagodje) (90 m);45,52990°N 13,63610°E;Strunjanske soline (2 m);;1 h 10 min;;lahka označena pot;;;20;Primorje in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 1.280;1280;51;0;https://www.hribi.net/izlet/izola_jagodje_strunjanske_soline/26/3115/7414
3118;7418;Passo di Sant'Antonio (1476 m);46,55730°N 12,48370°E;Monte Aiarnola (2456 m);via normala;3 h 30 min;;zahtevna označena pot;;980;980;Tabacco 017, Dolomiti di Auronzo e del Comelico;čelada;čelada, cepin, dereze;862;51;0;https://www.hribi.net/izlet/passo_di_santantonio_monte_aiarnola_via_normala/39/3118/7418
3119;7419;Turracher Höhe (1763 m);46,91460°N 13,87490°E;Schwarzsee (pri Turracher Höhe) (1841 m);;25 min;;lahka označena pot;;78;85;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 485;485;16;0;https://www.hribi.net/izlet/turracher_hohe_schwarzsee_pri_turracher_hohe/29/3119/7419
3120;7420;Turracher Höhe (1763 m);46,91460°N 13,87490°E;Gesgeralm (1813 m);;1 h 15 min;;lahka označena pot;;50;135;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;455;39;0;https://www.hribi.net/izlet/turracher_hohe_gesgeralm/29/3120/7420
3121;7461;Val Aupa (720 m);46,47643°N 13,18512°E;Rifugio Grauzaria (1250 m);;1 h 20 min;;lahka označena pot;;530;550;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Pi_is_exactly_3;1370;62;1;https://www.hribi.net/izlet/val_aupa_rifugio_grauzaria/27/3121/7461
3122;7422;Edelweiss (1224 m);46,58860°N 12,84965°E;Monte Volaia / Wolayer Kopf (2470 m);pot 176;3 h 45 min;;zelo zahtevna označena pot;;1246;1260;Tabacco 01 1:25.000;čelada;čelada, cepin, dereze;1050;94;0;https://www.hribi.net/izlet/edelweiss_monte_volaia___wolayer_kopf_pot_176/27/3122/7422
3122;7424;Collina (1255 m);46,58689°N 12,84349°E;Monte Volaia / Wolayer Kopf (2470 m);pot 141;4 h;;zelo zahtevna označena pot;;1215;1230;Tabacco 01 1:25.000;čelada;čelada, cepin, dereze;1010;106;1;https://www.hribi.net/izlet/collina_monte_volaia___wolayer_kopf_pot_141/27/3122/7424
3123;7423;Turracher Höhe (1763 m);46,91460°N 13,87490°E;Gillendorferalm (1750 m);;2 h 15 min;;lahka označena pot;;;270;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;377;60;0;https://www.hribi.net/izlet/turracher_hohe_gillendorferalm/29/3123/7423
3124;7425;Collina (1255 m);46,58689°N 12,84349°E;Cima Ombladet (2255 m);pot 141;3 h 20 min;;delno zahtevna označena pot;;1000;1050;Tabacco 01 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1290;82;1;https://www.hribi.net/izlet/collina_cima_ombladet_pot_141/27/3124/7425
3125;7432;Turrach (1269 m);46,95950°N 13,88240°E;Eisenhut (2441 m);;4 h 30 min;;lahka označena pot;;1172;1210;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1320;79;0;https://www.hribi.net/izlet/turrach_eisenhut/29/3125/7432
3125;7426;Turracher Höhe (1763 m);46,91460°N 13,87490°E;Eisenhut (2441 m);;5 h 15 min;;lahka označena pot;;678;1000;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;692;116;0;https://www.hribi.net/izlet/turracher_hohe_eisenhut/29/3125/7426
3125;7433;Turrach (1269 m);46,95950°N 13,88240°E;Eisenhut (2441 m);čez Straßburger Spitz;5 h;;lahka označena pot;;1172;1360;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;421;91;0;https://www.hribi.net/izlet/turrach_eisenhut_cez_strassburger_spitz/29/3125/7433
3125;7430;Turracher Höhe (1763 m);46,91460°N 13,87490°E;Eisenhut (2441 m);čez Straßburger Spitz;5 h 45 min;;lahka označena pot;;678;1150;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;356;128;0;https://www.hribi.net/izlet/turracher_hohe_eisenhut_cez_strassburger_spitz/29/3125/7430
3126;7434;Turrach (1269 m);46,95950°N 13,88240°E;Straßburger Spitz (2404 m);;4 h;;lahka označena pot;;1135;1160;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;550;65;0;https://www.hribi.net/izlet/turrach_strassburger_spitz/29/3126/7434
3126;7427;Turracher Höhe (1763 m);46,91460°N 13,87490°E;Straßburger Spitz (2404 m);;4 h 45 min;;lahka označena pot;;641;950;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;361;101;0;https://www.hribi.net/izlet/turracher_hohe_strassburger_spitz/29/3126/7427
3127;7435;Turrach (1269 m);46,95950°N 13,88240°E;Wintertalernock (2394 m);;4 h 15 min;;lahka označena pot;;1125;1190;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;377;77;0;https://www.hribi.net/izlet/turrach_wintertalernock/29/3127/7435
3127;7428;Turracher Höhe (1763 m);46,91460°N 13,87490°E;Wintertalernock (2394 m);;5 h;;lahka označena pot;;631;970;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;268;113;0;https://www.hribi.net/izlet/turracher_hohe_wintertalernock/29/3127/7428
3128;7429;Turrach (1269 m);46,95950°N 13,88240°E;Geißeckhütte (1664 m);;1 h 30 min;;lahka označena pot;;395;395;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;272;22;0;https://www.hribi.net/izlet/turrach_geisseckhutte/29/3128/7429
3129;7431;Lokve (946 m);46,01190°N 13,79230°E;Črni vrh (pri Lokvah) (1072 m);;25 min;1,29 km;lahka neoznačena steza;;126;126;Goriška - izletniška karta 1:50.000;Priporočena oprema (zima):;Ogledov: 1.860;1860;20;0;https://www.hribi.net/izlet/lokve_crni_vrh_pri_lokvah/26/3129/7431
3130;7440;Koprivna (Šumel) (786 m);46,45660°N 14,75940°E;Sveti Jakob v Koprivni (1062 m);;50 min;1,58 km;lahka neoznačena steza;;276;276;Koroška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;574;17;0;https://www.hribi.net/izlet/koprivna_sumel_sveti_jakob_v_koprivni/11/3130/7440
3132;7444;Koprivna (Šumel) (786 m);46,45660°N 14,75940°E;Izletniška kmetija Bukovc (Bukovnik) (1327 m);mimo domačije Haderlap;1 h 50 min;4,95 km;lahka neoznačena steza, lahka označena pot;;541;550;Koroška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1550;28;0;https://www.hribi.net/izlet/koprivna_sumel_izletniska_kmetija_bukovc_bukovnik_mimo_domacije_haderlap/3/3132/7444
3132;7445;Koprivna (Šumel) (786 m);46,45660°N 14,75940°E;Izletniška kmetija Bukovc (Bukovnik) (1327 m);mimo domačije Janšek;2 h;4,84 km;lahka neoznačena steza, lahka označena pot;;541;570;Koroška 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;727;46;0;https://www.hribi.net/izlet/koprivna_sumel_izletniska_kmetija_bukovc_bukovnik_mimo_domacije_jansek/3/3132/7445
3133;7481;Sant'Uberto (1421 m);46,60229°N 12,10720°E;Ütia de Gran Fanes (2102 m);;2 h 50 min;9,14 km;lahka označena pot;;681;790;Tabacco 03 1:25.000;Priporočena oprema (zima):;Ogledov: 711;711;66;0;https://www.hribi.net/izlet/santuberto_utia_de_gran_fanes/39/3133/7481
3133;7443;Capanna Alpina (1720 m);46,55975°N 11,98145°E;Ütia de Gran Fanes (2102 m);;2 h 10 min;6,42 km;lahka označena pot;;382;480;Tabacco 07 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;614;38;0;https://www.hribi.net/izlet/capanna_alpina_utia_de_gran_fanes/39/3133/7443
3133;7533;Rifugio Pederü (1548 m);46,63867°N 12,04140°E;Ütia de Gran Fanes (2102 m);;2 h 25 min;7,92 km;lahka označena pot;;554;670;Tabacco 07 1:25.000;Priporočena oprema (zima):;Ogledov: 497;497;63;0;https://www.hribi.net/izlet/rifugio_pederu_utia_de_gran_fanes/39/3133/7533
3134;7448;Capanna Alpina (1720 m);46,55975°N 11,98145°E;Vallon Bianco (2688 m);;4 h 20 min;10,77 km;zelo zahtevna označena pot;;968;1090;Tabacco 03 1:25.000;čelada;čelada, cepin, dereze;649;91;0;https://www.hribi.net/izlet/capanna_alpina_vallon_bianco/39/3134/7448
3134;7971;Sant'Uberto (1421 m);46,60229°N 12,10720°E;Vallon Bianco (2688 m);;5 h 5 min;13,88 km;zelo zahtevna označena pot;;1267;1410;Tabacco 03 1:25.000;čelada;čelada, cepin, dereze;352;125;0;https://www.hribi.net/izlet/santuberto_vallon_bianco/39/3134/7971
3134;7972;Rifugio Pederü (1548 m);46,63867°N 12,04140°E;Vallon Bianco (2688 m);;4 h 40 min;12,66 km;zelo zahtevna označena pot;;1140;1290;Tabacco 07 1:25.000;čelada;čelada, komplet za samovarovanje;313;122;0;https://www.hribi.net/izlet/rifugio_pederu_vallon_bianco/39/3134/7972
3135;7449;Capanna Alpina (1720 m);46,55975°N 11,98145°E;Bivacco Baccon Barborka (2620 m);;3 h 50 min;9,83 km;delno zahtevna označena pot;;900;1010;Tabacco 03 1:25.000;čelada;čelada, cepin, dereze;488;73;0;https://www.hribi.net/izlet/capanna_alpina_bivacco_baccon_barborka/39/3135/7449
3135;7970;Rifugio Pederü (1548 m);46,63867°N 12,04140°E;Bivacco Baccon Barborka (2620 m);;4 h 10 min;11,71 km;delno zahtevna označena pot;;1072;1210;Tabacco 07 1:25.000;čelada;čelada, komplet za samovarovanje;285;104;0;https://www.hribi.net/izlet/rifugio_pederu_bivacco_baccon_barborka/39/3135/7970
3135;7969;Sant'Uberto (1421 m);46,60229°N 12,10720°E;Bivacco Baccon Barborka (2620 m);;4 h 35 min;12,93 km;delno zahtevna označena pot;;1199;1330;Tabacco 03 1:25.000;čelada;čelada, cepin, dereze;188;107;0;https://www.hribi.net/izlet/santuberto_bivacco_baccon_barborka/39/3135/7969
3136;7450;Capanna Alpina (1720 m);46,55975°N 11,98145°E;Furcia Rossa III (2791 m);;4 h 30 min;10,57 km;zelo zahtevna označena pot;C;1071;1230;Tabacco 03 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;544;108;0;https://www.hribi.net/izlet/capanna_alpina_furcia_rossa_iii/39/3136/7450
3136;8476;Rifugio Pederü (1548 m);46,63867°N 12,04140°E;Furcia Rossa III (2791 m);;4 h 50 min;12,46 km;zelo zahtevna označena pot;C;1243;1420;Tabacco 07 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;309;139;0;https://www.hribi.net/izlet/rifugio_pederu_furcia_rossa_iii/39/3136/8476
3136;8477;Sant'Uberto (1421 m);46,60229°N 12,10720°E;Furcia Rossa III (2791 m);;5 h 15 min;13,67 km;zelo zahtevna označena pot;C;1370;1540;Tabacco 03 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;237;142;0;https://www.hribi.net/izlet/santuberto_furcia_rossa_iii/39/3136/8477
3137;7451;Gozdec (1075 m);46,33850°N 13,49390°E;Stara koča na Kaninu (1814 m);;2 h 10 min;;lahka označena pot;;739;740;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;2074;28;1;https://www.hribi.net/izlet/gozdec_stara_koca_na_kaninu/1/3137/7451
3138;7453;Capanna Alpina (1720 m);46,55975°N 11,98145°E;Bivacco della Pace (2760 m);Via della pace;5 h 45 min;11,82 km;zelo zahtevna označena pot;C;1040;1350;Tabacco 07 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;1550;146;0;https://www.hribi.net/izlet/capanna_alpina_bivacco_della_pace_via_della_pace/39/3138/7453
3138;7452;Capanna Alpina (1720 m);46,55975°N 11,98145°E;Bivacco della Pace (2760 m);pot 17;4 h 20 min;10,24 km;lahka označena pot;;1040;1160;Tabacco 07 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1050;77;0;https://www.hribi.net/izlet/capanna_alpina_bivacco_della_pace_pot_17/39/3138/7452
3139;7454;Gozdec (1075 m);46,33850°N 13,49390°E;Vrh Osojnic (2371 m);;4 h 40 min;;lahka označena pot;;1296;1380;Julijske Alpe - zahodni del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2560;81;0;https://www.hribi.net/izlet/gozdec_vrh_osojnic/1/3139/7454
3139;7456;D postaja (2202 m);46,33260°N 13,53840°E;Vrh Osojnic (2371 m);;50 min;;zahtevna označena pot;;169;185;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;1570;24;0;https://www.hribi.net/izlet/d_postaja_vrh_osojnic/1/3139/7456
3139;7458;D postaja (2202 m);46,33260°N 13,53840°E;Vrh Osojnic (2371 m);mimo Doma Petra Skalarja na Kaninu;1 h 15 min;;zahtevna označena pot;;169;250;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;1190;38;0;https://www.hribi.net/izlet/d_postaja_vrh_osojnic_mimo_doma_petra_skalarja_na_kaninu/1/3139/7458
3140;7460;Borovlje / Ferlach (466 m);46,52320°N 14,30340°E;Borovski vrh (Žehtar) / Sechter (1449 m);Raketensteig;2 h 55 min;;delno zahtevna označena pot;;983;983;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1230;52;1;https://www.hribi.net/izlet/borovlje___ferlach_borovski_vrh_zehtar___sechter_raketensteig/11/3140/7460
3140;7462;Bajdiše / Waidisch (547 m);46,49450°N 14,34830°E;Borovski vrh (Žehtar) / Sechter (1449 m);;3 h;;delno zahtevna označena pot;;902;940;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;474;34;0;https://www.hribi.net/izlet/bajdise___waidisch_borovski_vrh_zehtar___sechter/11/3140/7462
